,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,Force,Line
0,47.8027,-10.1407,-0.0714249,0,0,0,-2.00253e-18,-1.50803e-17,-2.48021e-18,0.0,7
1,47.3338,-10.1358,-0.0696598,0,0,0,-9.62452e-19,-1.28478e-17,-3.03722e-18,0.0,7
2,46.8646,-10.1314,-0.0682061,0,0,0,-1.4586e-18,-1.15494e-17,-3.19669e-18,0.0,7
3,46.3951,-10.1272,-0.0677335,0,0,0,-1.97194e-18,-1.04511e-17,-3.29538e-18,0.0,7
4,45.925,-10.1236,-0.0693384,0,0,0,-2.51885e-18,-9.78055e-18,-3.26235e-18,0.0,7
5,45.4546,-10.1191,-0.0720397,0,0,0,-3.14994e-18,-9.33635e-18,-3.13441e-18,0.0,7
6,44.9839,-10.1139,-0.0755877,0,0,0,-3.84544e-18,-9.06612e-18,-2.93362e-18,0.0,7
7,44.5137,-10.1079,-0.0747518,0,0,0,-4.72672e-18,-8.98024e-18,-2.71776e-18,0.0,7
8,44.0436,-10.1017,-0.0725131,0,0,0,-5.6441e-18,-8.95429e-18,-2.49759e-18,0.0,7
9,43.5742,-10.0961,-0.0640329,0,0,0,-6.45081e-18,-9.21773e-18,-2.2515e-18,0.0,7
10,43.1048,-10.0907,-0.0556747,0,0,0,-7.3202e-18,-9.46136e-18,-2.04526e-18,0.0,7
11,42.635,-10.0858,-0.0475907,0,0,0,-8.33289e-18,-9.66065e-18,-1.92895e-18,0.0,7
12,42.1645,-10.0815,-0.0427194,0,0,0,-9.00536e-18,-9.70557e-18,-1.76266e-18,0.0,7
13,41.6935,-10.0779,-0.0404777,0,0,0,-9.40043e-18,-9.62423e-18,-1.55574e-18,0.0,7
14,41.2217,-10.0735,-0.0409461,0,0,0,-1.02019e-17,-9.86926e-18,-1.31759e-18,0.0,7
15,40.7497,-10.069,-0.0421291,0,0,0,-1.10961e-17,-1.01848e-17,-1.0764e-18,0.0,7
16,40.2772,-10.065,-0.0438691,0,0,0,-1.1767e-17,-1.02332e-17,-9.40246e-19,0.0,7
17,39.8048,-10.061,-0.0452589,0,0,0,-1.23436e-17,-1.02934e-17,-8.3309e-19,0.0,7
18,39.3322,-10.0571,-0.0457788,0,0,0,-1.26906e-17,-1.03841e-17,-7.96932e-19,0.0,7
19,38.8596,-10.0532,-0.0455066,0,0,0,-1.27368e-17,-1.00576e-17,-7.97042e-19,0.0,7
20,38.387,-10.0492,-0.0445468,0,0,0,-1.25224e-17,-9.36956e-18,-8.28094e-19,0.0,7
21,37.9146,-10.0449,-0.040593,0,0,0,-1.28013e-17,-9.15607e-18,-7.62968e-19,0.0,7
22,37.4423,-10.0404,-0.035754,0,0,0,-1.32215e-17,-9.06826e-18,-6.71969e-19,0.0,7
23,36.97,-10.0358,-0.0292474,0,0,0,-1.37327e-17,-8.77552e-18,-6.20056e-19,0.0,7
24,36.4974,-10.0315,-0.0239039,0,0,0,-1.40999e-17,-8.53135e-18,-5.46802e-19,0.0,7
25,36.024,-10.0282,-0.0216005,0,0,0,-1.40873e-17,-8.41625e-18,-4.18823e-19,0.0,7
26,35.5501,-10.025,-0.0208649,0,0,0,-1.39587e-17,-8.21419e-18,-2.16647e-19,0.0,7
27,35.0758,-10.0219,-0.0215658,0,0,0,-1.37239e-17,-7.93226e-18,5.36759e-20,0.0,7
28,34.6012,-10.0181,-0.0228791,0,0,0,-1.39643e-17,-7.49895e-18,3.2638e-19,0.0,7
29,34.1264,-10.0141,-0.0243829,0,0,0,-1.43369e-17,-7.02604e-18,5.98587e-19,0.0,7
30,33.6512,-10.0096,-0.0259516,0,0,0,-1.39331e-17,-6.97492e-18,7.64918e-19,0.0,7
31,33.176,-10.0053,-0.0276081,0,0,0,-1.3894e-17,-7.00335e-18,9.30794e-19,0.0,7
32,32.7005,-10.001,-0.0295095,0,0,0,-1.48873e-17,-7.25885e-18,1.09444e-18,0.0,7
33,32.2248,-9.99687,-0.0310603,0,0,0,-1.54218e-17,-7.50529e-18,1.18517e-18,0.0,7
34,31.749,-9.99295,-0.0322712,0,0,0,-1.5511e-17,-7.74277e-18,1.20497e-18,0.0,7
35,31.2729,-9.98945,-0.033695,0,0,0,-1.53754e-17,-8.08107e-18,1.29365e-18,0.0,7
36,30.7967,-9.9861,-0.0351866,0,0,0,-1.51656e-17,-8.45189e-18,1.4049e-18,0.0,7
37,30.3208,-9.98279,-0.0336947,0,0,0,-1.49912e-17,-9.20137e-18,1.47688e-18,0.0,7
38,29.8448,-9.97912,-0.0317195,0,0,0,-1.49281e-17,-9.89623e-18,1.52151e-18,0.0,7
39,29.3689,-9.97441,-0.0282732,0,0,0,-1.52039e-17,-1.04267e-17,1.48284e-18,0.0,7
40,28.8928,-9.96897,-0.0253373,0,0,0,-1.52108e-17,-1.09846e-17,1.41932e-18,0.0,7
41,28.4164,-9.96275,-0.0229221,0,0,0,-1.49404e-17,-1.15713e-17,1.33028e-18,0.0,7
42,27.9396,-9.95755,-0.0210089,0,0,0,-1.49456e-17,-1.22505e-17,1.3635e-18,0.0,7
43,27.4627,-9.95268,-0.0192712,0,0,0,-1.50484e-17,-1.29625e-17,1.43958e-18,0.0,7
44,26.9858,-9.9492,-0.0153593,0,0,0,-1.44796e-17,-1.36534e-17,1.50774e-18,0.0,7
45,26.5089,-9.94561,-0.0114653,0,0,0,-1.40455e-17,-1.43162e-17,1.61694e-18,0.0,7
46,26.0317,-9.94159,-0.00774449,0,0,0,-1.40891e-17,-1.48891e-17,1.86178e-18,0.0,7
47,25.5542,-9.93722,-0.00443342,0,0,0,-1.38851e-17,-1.51512e-17,2.12669e-18,0.0,7
48,25.0765,-9.93245,-0.00157672,0,0,0,-1.34101e-17,-1.50741e-17,2.41347e-18,0.0,7
49,24.5983,-9.92788,0.000209212,0,0,0,-1.30096e-17,-1.53543e-17,2.43934e-18,0.0,7
50,24.1199,-9.92337,0.00158135,0,0,0,-1.26384e-17,-1.57713e-17,2.36636e-18,0.0,7
51,23.6411,-9.91887,0.00230632,0,0,0,-1.20868e-17,-1.57135e-17,2.58792e-18,0.0,7
52,23.1621,-9.91436,0.00282424,0,0,0,-1.16545e-17,-1.56784e-17,2.86159e-18,0.0,7
53,22.6827,-9.90974,0.00266603,0,0,0,-1.16669e-17,-1.57719e-17,3.28981e-18,0.0,7
54,22.2032,-9.90526,0.0026867,0,0,0,-1.15587e-17,-1.59832e-17,3.55635e-18,0.0,7
