"L0",,,,,,,,,,"L1",,,,,,,,,"L2",,,,,,,,,"L3",,,,,,,,,"L4",,,,,,,,,"L5",,,,,,,,,"L6",,,,,,,,,"L7",,,,,,,,,"L8",,,,,,,,,"L9",,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange"
22,-38.3415,12.4027,-0.0525425,0.486326,-0.94328,0.254624,-0.00482029,0.00139423,-0.00836703,-38.4702,9.61853,-0.0438752,0.388617,-0.937735,0.25932,-0.00380397,0.000365981,-0.0107026,-38.605,6.07783,-0.0136803,0.28047,-0.928445,0.271249,-0.00179646,-0.00149782,-0.013341,-38.548,2.68956,-0.0165963,0.191527,-0.920143,0.285144,0.000754014,-0.00384073,-0.0156941,-38.3792,-0.783992,-0.00089258,0.112138,-0.910116,0.295443,0.00375012,-0.00639133,-0.018088,-38.4958,-4.13284,-0.0140871,0.041311,-0.874608,0.307081,0.00688898,-0.00901134,-0.020068,-38.7961,-6.72151,-0.0154195,-0.01218,-0.825775,0.321155,0.00927212,-0.0110855,-0.021267,37.4423,-10.0404,-0.035754,0.467501,-0.293441,0.299884,0.00861392,-0.0114914,-0.00173691,-38.3626,-11.5378,-0.0174296,-0.104407,-0.798409,0.350126,0.00972698,-0.0110693,-0.0244237,-38.662,-14.1204,-0.0360913,-0.162802,-0.752227,0.368438,0.0087928,-0.0102852,-0.0250265
23,-37.8337,12.3973,-0.0501839,0.482666,-0.970528,0.256916,-0.0051659,0.00159442,-0.00868661,-37.9622,9.61305,-0.0402965,0.385593,-0.966082,0.261599,-0.00412347,0.000556757,-0.0111071,-38.0993,6.07432,-0.0138106,0.278824,-0.956992,0.273194,-0.00208207,-0.00129636,-0.0138446,-38.042,2.68806,-0.0175675,0.191381,-0.948269,0.287792,0.00047855,-0.00357888,-0.0162816,-37.8743,-0.78653,0.00127705,0.11346,-0.940318,0.29554,0.00343827,-0.00603507,-0.0187598,-37.9905,-4.12967,-0.0136077,0.044612,-0.906506,0.307299,0.00645825,-0.00850856,-0.0208009,-38.2899,-6.72342,-0.0140677,-0.0089592,-0.859926,0.319647,0.00867718,-0.0104215,-0.0220016,36.97,-10.0358,-0.0292474,0.463005,-0.305528,0.30491,0.00968522,-0.0125296,-0.0009745,-37.8546,-11.5428,-0.0163888,-0.101343,-0.839265,0.344809,0.00871606,-0.0100054,-0.0248101,-38.1516,-14.1228,-0.0339573,-0.162958,-0.795881,0.359529,0.00750447,-0.00897934,-0.0252567
24,-37.326,12.3919,-0.047315,0.478696,-0.99805,0.259488,-0.00552007,0.00180021,-0.00899894,-37.4544,9.60763,-0.0368085,0.382452,-0.994459,0.264324,-0.00444799,0.000751853,-0.0115075,-37.5939,6.07082,-0.0140838,0.277221,-0.98548,0.275243,-0.00237318,-0.00109024,-0.014345,-37.5354,2.68682,-0.0162316,0.191177,-0.977023,0.289931,0.000184263,-0.00330452,-0.016856,-37.3704,-0.789542,0.00153668,0.113304,-0.970957,0.294872,0.00307889,-0.0056495,-0.0193778,-37.4853,-4.12753,-0.0121739,0.046672,-0.939274,0.306453,0.00599031,-0.00798101,-0.0214436,-37.7838,-6.72518,-0.0125498,-0.00601331,-0.894186,0.318291,0.00807432,-0.00974966,-0.0226757,36.4974,-10.0315,-0.0239039,0.458107,-0.317865,0.309659,0.0107344,-0.0135412,-0.000148388,-37.3474,-11.548,-0.0170707,-0.098307,-0.879805,0.340421,0.00774978,-0.00896935,-0.025054,-37.6417,-14.1258,-0.032119,-0.163434,-0.838226,0.351417,0.00639754,-0.00781012,-0.0251417
25,-36.8183,12.3867,-0.0439337,0.474415,-1.02585,0.26234,-0.00588283,0.00201161,-0.00930402,-36.9469,9.60231,-0.0334829,0.379103,-1.02289,0.267847,-0.00478147,0.000954651,-0.0119003,-37.0888,6.06734,-0.0146938,0.275744,-1.01379,0.277712,-0.00268136,-0.000869383,-0.0148351,-37.0283,2.68587,-0.0124689,0.190911,-1.00644,0.291534,-0.000129902,-0.00301693,-0.0174165,-36.8667,-0.792557,0.00129512,0.113053,-1.00183,0.294484,0.00271085,-0.00525954,-0.0199826,-36.9802,-4.12554,-0.010548,0.0485006,-0.9722,0.305467,0.00551494,-0.00744963,-0.022063,-37.2779,-6.72673,-0.0107856,-0.00347303,-0.928605,0.317155,0.00745983,-0.00906627,-0.0232606,36.024,-10.0282,-0.0216005,0.452151,-0.330847,0.313669,0.0117268,-0.0144839,0.000845599,-36.8403,-11.5525,-0.0174838,-0.095722,-0.919554,0.335482,0.00687616,-0.00801499,-0.0251285,-37.1318,-14.1287,-0.0298739,-0.163988,-0.880504,0.343381,0.00534976,-0.00669952,-0.0249521
26,-36.3109,12.3812,-0.0403972,0.469921,-1.05382,0.266184,-0.00625745,0.00222911,-0.00960009,-36.4396,9.59676,-0.0297139,0.375544,-1.05133,0.272033,-0.00512101,0.00116494,-0.0122869,-36.5836,6.06378,-0.0142594,0.273989,-1.04275,0.280048,-0.00299589,-0.000640053,-0.0153177,-36.5213,2.68492,-0.00832066,0.190029,-1.03661,0.291909,-0.000462162,-0.0027162,-0.0179538,-36.364,-0.795485,-0.000648066,0.112699,-1.03358,0.295391,0.00231595,-0.00485691,-0.020543,-36.4752,-4.12351,-0.00851265,0.0499061,-1.00547,0.30453,0.00501941,-0.00691184,-0.0226015,-36.7723,-6.7286,-0.00909247,-0.00114449,-0.963911,0.315795,0.0068508,-0.00838856,-0.0237581,35.5501,-10.025,-0.0208649,0.445606,-0.344195,0.317301,0.012646,-0.0153497,0.0019416,-36.3333,-11.5567,-0.0178003,-0.0933024,-0.959007,0.330338,0.00603718,-0.00709117,-0.0251387,-36.6218,-14.1312,-0.0265248,-0.164755,-0.922606,0.33554,0.00446062,-0.00574615,-0.0245643
27,-35.8036,12.3756,-0.0368103,0.465356,-1.08186,0.270358,-0.00663606,0.00244866,-0.00989313,-35.9323,9.59109,-0.0256606,0.371849,-1.07979,0.276646,-0.00546448,0.00138006,-0.0126695,-36.0783,6.06016,-0.0126325,0.271921,-1.07243,0.282234,-0.00331766,-0.000401056,-0.0157917,-36.0144,2.68399,-0.00404474,0.188916,-1.06705,0.291833,-0.000800978,-0.00241077,-0.0184827,-35.861,-0.797985,-0.00156979,0.112291,-1.06572,0.296215,0.00192013,-0.00445175,-0.0210765,-35.9707,-4.12111,-0.00716963,0.0511864,-1.03905,0.303658,0.00452568,-0.00637854,-0.0231065,-36.2668,-6.73064,-0.00743829,0.00106829,-0.9997,0.314312,0.00624472,-0.0077139,-0.0242081,35.0758,-10.0219,-0.0215658,0.438518,-0.357878,0.320587,0.013498,-0.0161451,0.00313103,-35.826,-11.5608,-0.0155827,-0.0923821,-0.998232,0.324114,0.00533661,-0.00631334,-0.0249705,-36.1123,-14.1333,-0.023638,-0.166197,-0.964704,0.327376,0.00370216,-0.00491282,-0.0240859
28,-35.2979,12.3697,-0.0369033,0.460641,-1.11116,0.274034,-0.00702164,0.00267611,-0.010181,-35.4263,9.58554,-0.0242324,0.367636,-1.10889,0.280166,-0.00581023,0.00160448,-0.0130441,-35.573,6.05632,-0.0104706,0.269102,-1.10253,0.284303,-0.00364261,-0.000153019,-0.0162493,-35.5081,2.6835,-0.000317935,0.187234,-1.09823,0.292658,-0.00114424,-0.00209409,-0.0189712,-35.3579,-0.799961,-0.00116372,0.11181,-1.0984,0.296933,0.00152311,-0.00404331,-0.0215751,-35.4668,-4.11807,-0.00703719,0.0522535,-1.07316,0.302903,0.00403474,-0.00585261,-0.0235532,-35.7617,-6.73331,-0.0056291,0.0026115,-1.03614,0.311826,0.00566111,-0.0070749,-0.0245453,34.6012,-10.0181,-0.0228791,0.43008,-0.374236,0.323162,0.0142069,-0.0167915,0.00444152,-35.3186,-11.5649,-0.0129981,-0.0917362,-1.03759,0.317661,0.00467205,-0.00556738,-0.0247719,-35.603,-14.1351,-0.0211675,-0.168243,-1.0068,0.318919,0.00306039,-0.00418664,-0.0235265
29,-34.792,12.3638,-0.0361414,0.455754,-1.14049,0.277265,-0.00740837,0.002905,-0.0104677,-34.9204,9.58002,-0.0232383,0.3633,-1.13818,0.283394,-0.00615666,0.00183107,-0.0134158,-35.0678,6.05241,-0.00809184,0.265981,-1.1328,0.286327,-0.00396885,9.86554e-05,-0.0167003,-35.0019,2.6831,0.00336134,0.185488,-1.12972,0.293675,-0.00148595,-0.00177636,-0.0194495,-34.8548,-0.801729,1.22559e-06,0.111509,-1.13115,0.29705,0.00114168,-0.00363871,-0.0220298,-34.9635,-4.11544,-0.00816654,0.0526826,-1.1075,0.301964,0.00356313,-0.00534429,-0.0239415,-35.2566,-6.73601,-0.00381797,0.00418404,-1.07261,0.309037,0.00508627,-0.00644821,-0.0248529,34.1264,-10.0141,-0.0243829,0.42125,-0.391442,0.325527,0.014869,-0.0173892,0.00578977,-34.8112,-11.569,-0.00941507,-0.0919072,-1.07743,0.310549,0.00411869,-0.00491807,-0.0244865,-35.0943,-14.137,-0.019471,-0.170581,-1.04834,0.310889,0.00259726,-0.00356458,-0.0229121
30,-34.2857,12.3579,-0.0327838,0.450346,-1.16989,0.279149,-0.00779855,0.00313823,-0.0107505,-34.415,9.57451,-0.022221,0.358657,-1.16809,0.285689,-0.00650558,0.00206281,-0.0137745,-34.5625,6.04908,-0.0039599,0.262166,-1.163,0.288486,-0.00429688,0.000355968,-0.0171256,-34.4961,2.68288,0.00691549,0.18357,-1.16225,0.295293,-0.0018222,-0.00145546,-0.0198959,-34.3517,-0.803397,0.00153181,0.111294,-1.16393,0.296876,0.000767816,-0.00323599,-0.0224632,-34.4607,-4.11309,-0.0101313,0.0526924,-1.14198,0.300911,0.00310415,-0.00484746,-0.0242921,-34.752,-6.73839,-0.00212198,0.0064638,-1.10879,0.305089,0.00455019,-0.00587271,-0.0250589,33.6512,-10.0096,-0.0259516,0.412717,-0.410959,0.328545,0.0153064,-0.0177562,0.00725152,-34.3041,-11.5732,-0.00624763,-0.0923673,-1.11706,0.302753,0.00364194,-0.00433897,-0.0241766,-34.5858,-14.1389,-0.0180295,-0.172981,-1.08967,0.303004,0.00219244,-0.00297982,-0.0222828
31,-33.7793,12.3521,-0.0288641,0.444618,-1.19924,0.281068,-0.00819016,0.0033728,-0.0110272,-33.9096,9.56887,-0.0210628,0.35405,-1.19799,0.288281,-0.00685656,0.00229604,-0.0141271,-34.0574,6.04583,-0.000401132,0.258277,-1.19305,0.290605,-0.00462541,0.000614411,-0.0175457,-33.9909,2.68252,0.00925123,0.181597,-1.19486,0.29699,-0.00215375,-0.00113593,-0.0203283,-33.8488,-0.805192,0.00370062,0.110885,-1.1963,0.296128,0.000421808,-0.00285123,-0.0228427,-33.9576,-4.11074,-0.0100317,0.0523282,-1.1771,0.299216,0.00268617,-0.004386,-0.0245676,-34.2473,-6.74065,-4.83129e-06,0.00854937,-1.14493,0.301258,0.00404062,-0.00532205,-0.0252278,33.176,-10.0053,-0.0276081,0.404231,-0.43115,0.331562,0.0156779,-0.0180568,0.00872715,-33.7974,-11.5774,-0.00351504,-0.0931454,-1.15647,0.294221,0.00324857,-0.00383627,-0.0238401,-34.078,-14.1411,-0.0175825,-0.174875,-1.12948,0.295868,0.00199898,-0.00259537,-0.0216681
32,-33.273,12.3463,-0.0243813,0.438569,-1.22853,0.283024,-0.00858319,0.00360871,-0.0112976,-33.4044,9.56295,-0.0196486,0.349509,-1.22787,0.291412,-0.00721132,0.00253194,-0.0144687,-33.5535,6.04286,0.000558829,0.254231,-1.22252,0.29254,-0.00495567,0.000876486,-0.0179501,-33.4863,2.68198,0.0102361,0.179566,-1.22754,0.29878,-0.00248009,-0.000817944,-0.0207453,-33.346,-0.807019,0.00580665,0.110492,-1.22882,0.295468,7.96995e-05,-0.00247333,-0.0232089,-33.4542,-4.10829,-0.00901876,0.0518395,-1.21242,0.297318,0.00227885,-0.00393547,-0.0248233,-33.7428,-6.74271,0.00280323,0.0103168,-1.181,0.297618,0.0035745,-0.00481211,-0.0253361,32.7005,-10.001,-0.0295095,0.395855,-0.453246,0.334582,0.0158627,-0.0181695,0.0102434,-33.2914,-11.5813,-0.00203993,-0.0944528,-1.19507,0.286005,0.00297533,-0.00342837,-0.0234841,-33.5705,-14.1432,-0.017534,-0.176503,-1.16899,0.288114,0.00186576,-0.0022583,-0.0210611
33,-32.7672,12.3407,-0.020749,0.432602,-1.25811,0.286101,-0.00897779,0.0038443,-0.0115574,-32.8985,9.55706,-0.0151729,0.344995,-1.25795,0.294863,-0.0075678,0.00277149,-0.014801,-33.0495,6.04021,0.00248154,0.25007,-1.25252,0.294316,-0.00528617,0.00114092,-0.018346,-32.9827,2.68141,0.00901618,0.177224,-1.26046,0.300148,-0.00280667,-0.000508795,-0.0211412,-32.8438,-0.808962,0.0072269,0.110302,-1.26249,0.295612,-0.00025563,-0.00212405,-0.023529,-32.9494,-4.10475,-0.0022491,0.0508361,-1.24866,0.294438,0.00190348,-0.00353029,-0.0250117,-33.2386,-6.74492,0.0049784,0.0112502,-1.21743,0.293933,0.00315435,-0.00434408,-0.0253974,32.2248,-9.99687,-0.0310603,0.387594,-0.477471,0.336897,0.015918,-0.0181546,0.0117506,-32.7857,-11.5851,-0.0010228,-0.0959606,-1.23336,0.277895,0.00274687,-0.00305573,-0.0231205,-33.0636,-14.1452,-0.0184213,-0.177496,-1.20783,0.278902,0.00187387,-0.00203244,-0.020473
34,-32.2617,12.3352,-0.0174033,0.426662,-1.28778,0.289557,-0.00937294,0.00407977,-0.0118136,-32.3922,9.55117,-0.00869164,0.340497,-1.28816,0.298522,-0.00792541,0.00301343,-0.0151272,-32.5453,6.03797,0.00560332,0.245767,-1.28318,0.295893,-0.00561697,0.0014083,-0.0187315,-32.4795,2.6808,0.006947,0.174762,-1.29346,0.301356,-0.00313334,-0.000203152,-0.0215288,-32.3419,-0.811214,0.0083212,0.109934,-1.29642,0.295872,-0.000587005,-0.00179101,-0.0238265,-32.4449,-4.10131,0.00427329,0.0500591,-1.28469,0.291667,0.0015402,-0.00314296,-0.025179,-32.7348,-6.74723,0.00676966,0.0116781,-1.25409,0.290219,0.00276207,-0.00390144,-0.0254302,31.749,-9.99295,-0.0322712,0.379441,-0.503765,0.338525,0.0158477,-0.0180158,0.0132492,-32.2803,-11.5886,0.000104798,-0.0973153,-1.27085,0.271275,0.00264187,-0.0027868,-0.0227494,-32.5568,-14.147,-0.0193378,-0.178109,-1.24579,0.27008,0.00195401,-0.00185751,-0.0199074
35,-31.758,12.3298,-0.0187913,0.420821,-1.31769,0.295306,-0.00976455,0.00431737,-0.0120671,-31.8871,9.54521,-0.00502571,0.335089,-1.31862,0.301864,-0.00827908,0.00326052,-0.015447,-32.0424,6.03582,0.00548935,0.241988,-1.31424,0.298773,-0.00594353,0.00167621,-0.0191013,-31.976,2.6802,0.00695056,0.171342,-1.32575,0.30305,-0.00345433,8.36229e-05,-0.0218766,-31.8403,-0.813949,0.0089071,0.109287,-1.33078,0.296312,-0.000912214,-0.00148331,-0.0240888,-31.9407,-4.09806,0.0103072,0.0497592,-1.32029,0.289109,0.00120122,-0.00279167,-0.0253031,-32.231,-6.74972,0.00955977,0.0108056,-1.29073,0.287008,0.00243192,-0.00351993,-0.0254113,31.2729,-9.98945,-0.033695,0.37149,-0.531905,0.338548,0.0155975,-0.0176994,0.0146822,-31.7751,-11.5922,0.00113984,-0.0984721,-1.30816,0.264902,0.00256152,-0.00253958,-0.0223797,-32.0503,-14.1487,-0.0202779,-0.178415,-1.28306,0.261571,0.00209207,-0.0017235,-0.01936
36,-31.2544,12.3245,-0.0199194,0.414851,-1.34762,0.301006,-0.0101553,0.004556,-0.012321,-31.3823,9.53931,-0.0022254,0.329444,-1.34914,0.305161,-0.00863187,0.0035087,-0.0157652,-31.5401,6.03368,0.00392181,0.238442,-1.34548,0.302238,-0.00626817,0.00194436,-0.0194641,-31.4725,2.67956,0.00738486,0.167766,-1.35802,0.3048,-0.00377029,0.000363388,-0.0222137,-31.3388,-0.816639,0.0103441,0.107695,-1.36476,0.296337,-0.00121185,-0.00120462,-0.0243171,-31.4376,-4.09493,0.0140888,0.0495056,-1.35483,0.287375,0.000895529,-0.00247153,-0.0253963,-31.7273,-6.75219,0.0123121,0.0098082,-1.32723,0.28401,0.00211966,-0.0031553,-0.0253795,30.7967,-9.9861,-0.0351866,0.363604,-0.560648,0.338048,0.0152888,-0.0173251,0.0160933,-31.2702,-11.5966,0.00184776,-0.0989784,-1.34495,0.259275,0.00255368,-0.00235697,-0.0220166,-31.544,-14.1507,-0.0208585,-0.178507,-1.3201,0.253635,0.00230381,-0.00164643,-0.0188585
37,-30.7508,12.3194,-0.0202284,0.408486,-1.37761,0.306544,-0.0105436,0.00479776,-0.0125763,-30.879,9.53413,-0.00277656,0.323095,-1.37964,0.308545,-0.00898285,0.00375871,-0.0160772,-31.0367,6.0307,0.00722732,0.234294,-1.37741,0.305087,-0.00658665,0.00220211,-0.0198031,-30.969,2.67882,0.00911145,0.163735,-1.39035,0.306671,-0.00406834,0.000619731,-0.0225163,-30.8372,-0.819289,0.012282,0.105548,-1.39853,0.296118,-0.00149645,-0.00094303,-0.0245255,-30.9351,-4.09188,0.0161713,0.0492849,-1.38859,0.286259,0.000614789,-0.00217477,-0.0254665,-31.2245,-6.75427,0.0135121,0.00942474,-1.36264,0.282115,0.00187435,-0.00285084,-0.0253076,30.3208,-9.98279,-0.0336947,0.355617,-0.591662,0.337733,0.014766,-0.0167476,0.0173597,-30.7657,-11.6013,0.00235991,-0.0991063,-1.38126,0.254193,0.00258748,-0.00220942,-0.0216607,-31.0377,-14.1528,-0.021047,-0.178605,-1.35703,0.245849,0.00253868,-0.00158716,-0.0183713
38,-30.2473,12.3143,-0.0199921,0.401832,-1.40753,0.311788,-0.010938,0.0050406,-0.0128302,-30.3761,9.52907,-0.00405521,0.316893,-1.41024,0.312246,-0.00933553,0.00400783,-0.0163846,-30.5334,6.02756,0.0105205,0.230044,-1.40942,0.307888,-0.00690213,0.00245579,-0.0201351,-30.4651,2.67798,0.0123789,0.159336,-1.42276,0.307468,-0.00434955,0.000860023,-0.0228001,-30.3355,-0.821725,0.0158157,0.102009,-1.4313,0.295208,-0.00173385,-0.00072102,-0.0246941,-30.4335,-4.08911,0.0164887,0.0484431,-1.4227,0.28543,0.000386936,-0.00192192,-0.0255006,-30.722,-6.75642,0.0138875,0.00889374,-1.39777,0.280254,0.00165557,-0.00256931,-0.0252232,29.8448,-9.97912,-0.0317195,0.347984,-0.622918,0.337077,0.0142021,-0.0161308,0.0185816,-30.2614,-11.6064,0.00267757,-0.0988315,-1.41705,0.249706,0.00266595,-0.00209945,-0.0213128,-30.5304,-14.155,-0.0169882,-0.179481,-1.39328,0.238333,0.00285173,-0.00158857,-0.0179365
39,-29.7437,12.3092,-0.0192068,0.394885,-1.43738,0.316738,-0.0113388,0.00528452,-0.0130828,-29.8738,9.52422,-0.00667851,0.310962,-1.44102,0.316533,-0.00969135,0.00425533,-0.0166832,-30.0309,6.02394,0.0121917,0.225524,-1.44156,0.310658,-0.00720579,0.00269415,-0.0204425,-29.9609,2.67707,0.0174612,0.154502,-1.45526,0.306996,-0.00461091,0.00108138,-0.0230616,-29.8339,-0.824033,0.0195013,0.0982913,-1.46411,0.294336,-0.0019588,-0.000509868,-0.0248521,-29.9322,-4.08641,0.016435,0.0474047,-1.45687,0.284608,0.000174556,-0.00168217,-0.0255245,-30.2203,-6.75867,0.0127562,0.00809501,-1.43238,0.278458,0.00148518,-0.00232964,-0.0251156,29.3689,-9.97441,-0.0282732,0.341429,-0.65492,0.335386,0.0135118,-0.0153932,0.0196689,-29.7578,-11.6112,0.00188711,-0.0983232,-1.45211,0.245012,0.00280087,-0.00203456,-0.0209784,-30.0234,-14.157,-0.0131565,-0.180526,-1.4293,0.230841,0.00318766,-0.00160992,-0.0175186
40,-29.2406,12.3041,-0.0185668,0.387735,-1.4675,0.32157,-0.0117414,0.00552863,-0.0133283,-29.3713,9.51912,-0.00777068,0.305019,-1.4723,0.320614,-0.0100399,0.00449642,-0.0169732,-29.5289,6.02028,0.0128015,0.220728,-1.47415,0.313682,-0.0074963,0.00292108,-0.0207383,-29.4578,2.676,0.0198076,0.150402,-1.4874,0.307409,-0.00484375,0.00127626,-0.0232966,-29.3328,-0.825575,0.0224242,0.0948501,-1.49845,0.294656,-0.00213961,-0.000339041,-0.0249711,-29.4311,-4.08386,0.0165672,0.0454725,-1.491,0.282794,2.06994e-05,-0.0014945,-0.0255099,-29.7189,-6.76125,0.0114903,0.00710348,-1.46651,0.276038,0.00135784,-0.00212636,-0.0249905,28.8928,-9.96897,-0.0253373,0.335065,-0.686902,0.333796,0.012766,-0.0146042,0.0206569,-29.2544,-11.6158,0.00069335,-0.0977294,-1.4869,0.240248,0.00295671,-0.00198627,-0.020649,-29.5167,-14.1585,-0.00980317,-0.181921,-1.46483,0.223406,0.00357077,-0.00167262,-0.0171358
41,-28.7375,12.299,-0.0179756,0.380515,-1.49771,0.326364,-0.0121447,0.0057728,-0.0135715,-28.8686,9.51386,-0.0078421,0.299069,-1.50392,0.324557,-0.0103836,0.00473326,-0.0172574,-29.0276,6.01654,0.0119747,0.215559,-1.50734,0.317052,-0.00776894,0.0031325,-0.0210184,-28.9552,2.67486,0.0210172,0.146606,-1.51938,0.308189,-0.00506471,0.00146006,-0.0235207,-28.8322,-0.827084,0.0246329,0.0918853,-1.53288,0.295175,-0.0023076,-0.000183973,-0.0250777,-28.9301,-4.08139,0.0169928,0.0436484,-1.52501,0.280901,-0.000117658,-0.001322,-0.0254864,-29.2177,-6.76405,0.0101338,0.00598206,-1.50032,0.273197,0.00125951,-0.00194759,-0.0248535,28.4164,-9.96275,-0.0229221,0.328895,-0.718861,0.332307,0.0119629,-0.0137625,0.0215429,-28.7514,-11.6199,-0.000592187,-0.0985333,-1.52086,0.234691,0.00317371,-0.00199048,-0.0203364,-29.0109,-14.1599,-0.00817266,-0.182535,-1.49997,0.21641,0.0039827,-0.00176327,-0.0167728
42,-28.2344,12.2933,-0.0158345,0.37373,-1.52858,0.330823,-0.0125291,0.00601945,-0.0138064,-28.3658,9.50841,-0.00630068,0.292942,-1.53642,0.328389,-0.0107072,0.00496016,-0.0175313,-28.5261,6.01309,0.0126752,0.209713,-1.54038,0.320412,-0.00802414,0.00332321,-0.0212841,-28.4534,2.67395,0.0211047,0.143371,-1.55158,0.309474,-0.00526056,0.00160429,-0.0237162,-28.3321,-0.828531,0.0254936,0.0898215,-1.5675,0.296069,-0.00245139,-5.8643e-05,-0.0251609,-28.4292,-4.07908,0.0180744,0.0420938,-1.55874,0.278827,-0.000218893,-0.00118573,-0.0254413,-28.7166,-6.76712,0.00934517,0.00446013,-1.53371,0.269938,0.00121335,-0.00181508,-0.0247013,27.9396,-9.95755,-0.0210089,0.324337,-0.752221,0.329093,0.0111302,-0.01289,0.0222709,-28.2485,-11.624,-0.0018887,-0.0992883,-1.55484,0.229011,0.00340227,-0.00200697,-0.0200275,-28.5055,-14.1612,-0.00778396,-0.182582,-1.53484,0.209735,0.00441553,-0.00187413,-0.016424
43,-27.7314,12.2877,-0.0137754,0.366701,-1.55943,0.335519,-0.012909,0.00626562,-0.014041,-27.8631,9.50293,-0.00467001,0.286634,-1.56892,0.332267,-0.0110258,0.00518363,-0.0178025,-28.0245,6.00981,0.0141313,0.203535,-1.57335,0.323767,-0.00827077,0.00350373,-0.0215427,-27.9516,2.67314,0.0213504,0.140219,-1.58403,0.310906,-0.00545121,0.00173793,-0.0239051,-27.8324,-0.83024,0.0264298,0.0881582,-1.60138,0.296497,-0.00257789,4.01463e-05,-0.0252263,-27.9283,-4.07675,0.019782,0.0411415,-1.59191,0.27724,-0.00029914,-0.00107517,-0.0253819,-28.2155,-6.77016,0.00894224,0.00285655,-1.56707,0.266569,0.001181,-0.00169567,-0.0245448,27.4627,-9.95268,-0.0192712,0.320346,-0.786064,0.325274,0.0102875,-0.0120072,0.0229434,-27.7459,-11.6284,-0.0032096,-0.0997969,-1.58891,0.222955,0.00366407,-0.00206004,-0.0197297,-28.0008,-14.1631,-0.00805928,-0.181521,-1.56894,0.203801,0.00487277,-0.00201398,-0.0160976
44,-27.2288,12.2822,-0.0119845,0.358935,-1.5902,0.340945,-0.0132751,0.00651033,-0.0142751,-27.3612,9.49759,-0.00486405,0.27895,-1.59998,0.336755,-0.0113311,0.00539181,-0.0180651,-27.5234,6.00689,0.0152812,0.197284,-1.60606,0.326899,-0.00850391,0.00365223,-0.0217827,-27.4498,2.67279,0.0224529,0.137301,-1.61747,0.312819,-0.0056258,0.00183676,-0.0240726,-27.3327,-0.832136,0.0274191,0.0867786,-1.63474,0.296594,-0.00269216,0.000120123,-0.025279,-27.4275,-4.0744,0.0220252,0.0407085,-1.62458,0.276072,-0.000361307,-0.000986801,-0.0253101,-27.7139,-6.77221,0.0115467,0.00119307,-1.60086,0.262879,0.00119097,-0.00162326,-0.0243736,26.9858,-9.9492,-0.0153593,0.316407,-0.822643,0.321936,0.00946638,-0.011131,0.0234141,-27.2435,-11.6331,-0.00422251,-0.0996607,-1.62289,0.217484,0.00394379,-0.00213326,-0.0194381,-27.4961,-14.1651,-0.00834463,-0.180119,-1.60281,0.197976,0.00533678,-0.00216263,-0.0157781
45,-26.7265,12.2767,-0.0104699,0.350813,-1.62083,0.34665,-0.0136427,0.00675214,-0.0145093,-26.8595,9.49207,-0.00479836,0.271232,-1.63072,0.341491,-0.0116351,0.0055925,-0.0183241,-27.0223,6.00402,0.0165155,0.191149,-1.63882,0.330039,-0.00873237,0.00379157,-0.0220177,-26.9483,2.67245,0.0232469,0.133972,-1.65139,0.314858,-0.00578395,0.00191495,-0.0242284,-26.8333,-0.834615,0.0287446,0.0846799,-1.66685,0.296936,-0.00277383,0.000162027,-0.0253079,-26.9271,-4.07192,0.0236897,0.0402459,-1.65654,0.274698,-0.000391464,-0.000934181,-0.0252169,-27.2124,-6.77417,0.0140672,-9.48208e-05,-1.63445,0.259358,0.00121622,-0.00156627,-0.0241965,26.5089,-9.94561,-0.0114653,0.312754,-0.85912,0.318526,0.00865803,-0.0102666,0.0238404,-26.7411,-11.6379,-0.00490666,-0.0988391,-1.65679,0.212641,0.00424243,-0.00222782,-0.019153,-26.9915,-14.1676,-0.00748693,-0.17752,-1.63586,0.191803,0.00581799,-0.00234095,-0.0154813
