,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,Force,Line
93,-3.24891,5.85448,0.0453198,0.133199,-1.65528,0.352496,0.0054309,-0.0112591,0.00536341,92,2
94,-2.75904,5.85124,0.0456566,0.136827,-1.65052,0.350224,0.00507851,-0.01089,0.00649023,92,2
95,-2.2696,5.84803,0.0457306,0.139453,-1.64299,0.348008,0.00462604,-0.0104103,0.00752653,92,2
96,-1.78023,5.84488,0.0459231,0.141972,-1.63476,0.345701,0.00415231,-0.00990815,0.00853503,92,2
97,-1.29105,5.84178,0.0464789,0.144171,-1.6245,0.34313,0.00361603,-0.00934008,0.0094608,92,2
98,-0.802086,5.83881,0.046905,0.146203,-1.61372,0.340409,0.00304971,-0.00874071,0.0103235,92,2
99,-0.313348,5.83593,0.0471995,0.148065,-1.6024,0.337537,0.00245301,-0.00810966,0.0111223,92,2
100,0.174821,5.83273,0.0463517,0.149133,-1.59019,0.33495,0.00183394,-0.00745479,0.0118256,92,2
101,0.66279,5.82942,0.0451035,0.149923,-1.57767,0.332464,0.00120691,-0.00679144,0.0124957,92,2
102,1.15044,5.82638,0.0440277,0.149916,-1.56375,0.330517,0.00057657,-0.0061199,0.0130441,92,2
103,1.63804,5.82326,0.0431021,0.14958,-1.54958,0.328516,-5.02172e-05,-0.00545111,0.0135624,92,2
104,2.12547,5.81993,0.0426715,0.148188,-1.53467,0.326313,-0.000664542,-0.00479241,0.0139863,92,2
105,2.61289,5.81666,0.0429252,0.146922,-1.51874,0.32378,-0.00126272,-0.00414927,0.014356,92,2
106,3.1003,5.81351,0.0439265,0.145794,-1.50171,0.32088,-0.00184305,-0.00352332,0.0146658,92,2
107,3.58755,5.8106,0.0453478,0.144596,-1.48531,0.317139,-0.00238214,-0.0029308,0.0149073,92,2
108,4.07474,5.80778,0.0469355,0.143371,-1.46915,0.313069,-0.00290525,-0.00235123,0.0151222,92,2
109,4.56104,5.80429,0.046422,0.142166,-1.45229,0.308528,-0.00336319,-0.00182412,0.0152608,92,2
110,5.04698,5.80075,0.044749,0.14075,-1.43515,0.304365,-0.00380577,-0.00131135,0.0153827,92,2
111,5.53163,5.79707,0.0390003,0.138539,-1.4171,0.301705,-0.00419914,-0.000845734,0.0154528,92,2
