,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,Force,Line
0,-49.6803,-4.19689,-0.0532419,0,0,0,-1.50366e-17,-2.08069e-17,4.35978e-18,0.0,5
1,-49.17,-4.19362,-0.0531,0,0,0,-1.53651e-17,-1.94106e-17,4.77278e-18,0.0,5
2,-48.6599,-4.19053,-0.0533186,0,0,0,-1.57302e-17,-1.84261e-17,5.18091e-18,0.0,5
3,-48.149,-4.18736,-0.0501311,0,0,0,-1.60378e-17,-1.76973e-17,5.25544e-18,0.0,5
4,-47.6382,-4.18424,-0.0468376,0,0,0,-1.63859e-17,-1.70217e-17,5.31627e-18,0.0,5
5,-47.1277,-4.18137,-0.0433613,0,0,0,-1.68713e-17,-1.65092e-17,5.34787e-18,0.0,5
6,-46.6173,-4.17861,-0.0394634,0,0,0,-1.73961e-17,-1.61862e-17,5.35207e-18,0.0,5
7,-46.1069,-4.17596,-0.0350715,0,0,0,-1.79652e-17,-1.60765e-17,5.32561e-18,0.0,5
8,-45.5981,-4.17319,-0.0343849,0,0,0,-1.82391e-17,-1.61548e-17,5.21418e-18,0.0,5
9,-45.0899,-4.17036,-0.0352195,0,0,0,-1.83934e-17,-1.63089e-17,5.06761e-18,0.0,5
10,-44.5831,-4.16681,-0.0388477,0,0,0,-1.87098e-17,-1.67225e-17,4.85895e-18,0.0,5
11,-44.0761,-4.16331,-0.0418071,0,0,0,-1.88974e-17,-1.70724e-17,4.62636e-18,0.0,5
12,-43.5683,-4.16012,-0.0412482,0,0,0,-1.8513e-17,-1.71037e-17,4.3097e-18,0.0,5
13,-43.0604,-4.15711,-0.0399893,0,0,0,-1.82141e-17,-1.71537e-17,3.94298e-18,0.0,5
14,-42.5525,-4.15431,-0.037816,0,0,0,-1.80265e-17,-1.72277e-17,3.51157e-18,0.0,5
15,-42.0443,-4.15223,-0.0338611,0,0,0,-1.75928e-17,-1.75961e-17,3.24755e-18,0.0,5
16,-41.5359,-4.15048,-0.0290442,0,0,0,-1.7041e-17,-1.81053e-17,3.06345e-18,0.0,5
17,-41.028,-4.14925,-0.0243981,0,0,0,-1.62857e-17,-1.82628e-17,2.74599e-18,0.0,5
18,-40.5203,-4.14778,-0.0201246,0,0,0,-1.55742e-17,-1.83902e-17,2.41238e-18,0.0,5
19,-40.0136,-4.1446,-0.0178194,0,0,0,-1.5198e-17,-1.85241e-17,2.06028e-18,0.0,5
