"L0",,,,,,,,,,"L1",,,,,,,,,"L2",,,,,,,,,"L3",,,,,,,,,"L4",,,,,,,,,"L5",,,,,,,,,"L6",,,,,,,,,"L7",,,,,,,,,"L8",,,,,,,,,"L9",,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange"
24,-37.326,12.3919,-0.047315,0,0,0,-2.59517e-17,-2.06694e-17,2.22694e-18,-37.4544,9.60763,-0.0368085,0,0,0,-2.20982e-17,-1.49321e-17,2.52844e-19,-37.5939,6.07082,-0.0140838,0,0,0,-1.6673e-17,-1.19348e-17,-2.26537e-18,-37.5354,2.68682,-0.0162316,0,0,0,-1.35705e-17,-1.2847e-17,-2.44159e-18,-37.3704,-0.789542,0.00153668,0,0,0,-1.13678e-17,-1.60916e-17,-7.02541e-19,-37.4853,-4.12753,-0.0121739,0,0,0,-1.12802e-17,-1.83765e-17,-1.26167e-19,-37.7838,-6.72518,-0.0125498,0,0,0,-1.33108e-17,-1.95359e-17,-1.11678e-18,36.4974,-10.0315,-0.0239039,0,0,0,-1.40999e-17,-8.53135e-18,-5.46802e-19,-37.3474,-11.548,-0.0170707,0,0,0,-1.53608e-17,-2.07902e-17,-2.35227e-18,-37.6417,-14.1258,-0.032119,0,0,0,-1.8047e-17,-2.11263e-17,1.55522e-18
25,-36.8183,12.3867,-0.0439337,0,0,0,-2.62064e-17,-1.98967e-17,2.01523e-18,-36.9469,9.60231,-0.0334829,0,0,0,-2.19228e-17,-1.42414e-17,3.01862e-19,-37.0888,6.06734,-0.0146938,0,0,0,-1.60006e-17,-1.16385e-17,-2.11711e-18,-37.0283,2.68587,-0.0124689,0,0,0,-1.26674e-17,-1.31524e-17,-2.54675e-18,-36.8667,-0.792557,0.00129512,0,0,0,-1.05894e-17,-1.63993e-17,-1.0146e-18,-36.9802,-4.12554,-0.010548,0,0,0,-1.07251e-17,-1.82455e-17,-4.87283e-19,-37.2779,-6.72673,-0.0107856,0,0,0,-1.29674e-17,-1.93138e-17,-1.34895e-18,36.024,-10.0282,-0.0216005,0,0,0,-1.40873e-17,-8.41625e-18,-4.18823e-19,-36.8403,-11.5525,-0.0174838,0,0,0,-1.5522e-17,-2.08341e-17,-2.65075e-18,-37.1318,-14.1287,-0.0298739,0,0,0,-1.78555e-17,-2.12405e-17,8.42813e-19
26,-36.3109,12.3812,-0.0403972,0,0,0,-2.56432e-17,-1.93121e-17,1.68391e-18,-36.4396,9.59676,-0.0297139,0,0,0,-2.14207e-17,-1.38932e-17,2.88356e-19,-36.5836,6.06378,-0.0142594,0,0,0,-1.52969e-17,-1.15611e-17,-1.98161e-18,-36.5213,2.68492,-0.00832066,0,0,0,-1.17521e-17,-1.34674e-17,-2.58704e-18,-36.364,-0.795485,-0.000648066,0,0,0,-9.79517e-18,-1.65043e-17,-1.21029e-18,-36.4752,-4.12351,-0.00851265,0,0,0,-1.02363e-17,-1.77944e-17,-6.88084e-19,-36.7723,-6.7286,-0.00909247,0,0,0,-1.26667e-17,-1.88221e-17,-1.50322e-18,35.5501,-10.025,-0.0208649,0,0,0,-1.39587e-17,-8.21419e-18,-2.16647e-19,-36.3333,-11.5567,-0.0178003,0,0,0,-1.5851e-17,-2.09137e-17,-2.99672e-18,-36.6218,-14.1312,-0.0265248,0,0,0,-1.86654e-17,-2.18968e-17,8.41878e-20
27,-35.8036,12.3756,-0.0368103,0,0,0,-2.48058e-17,-1.87902e-17,1.31241e-18,-35.9323,9.59109,-0.0256606,0,0,0,-2.07082e-17,-1.37657e-17,2.34618e-19,-36.0783,6.06016,-0.0126325,0,0,0,-1.45574e-17,-1.17331e-17,-1.8607e-18,-36.0144,2.68399,-0.00404474,0,0,0,-1.08321e-17,-1.37862e-17,-2.60326e-18,-35.861,-0.797985,-0.00156979,0,0,0,-9.03311e-18,-1.65374e-17,-1.21472e-18,-35.9707,-4.12111,-0.00716963,0,0,0,-9.77217e-18,-1.73743e-17,-8.11355e-19,-36.2668,-6.73064,-0.00743829,0,0,0,-1.23893e-17,-1.81842e-17,-1.61522e-18,35.0758,-10.0219,-0.0215658,0,0,0,-1.37239e-17,-7.93226e-18,5.36759e-20,-35.826,-11.5608,-0.0155827,0,0,0,-1.61264e-17,-2.05557e-17,-3.2657e-18,-36.1123,-14.1333,-0.023638,0,0,0,-1.9248e-17,-2.19726e-17,-6.36344e-19
28,-35.2979,12.3697,-0.0369033,0,0,0,-2.44089e-17,-1.85124e-17,8.84193e-19,-35.4263,9.58554,-0.0242324,0,0,0,-1.99244e-17,-1.36681e-17,1.11372e-19,-35.573,6.05632,-0.0104706,0,0,0,-1.34092e-17,-1.17524e-17,-1.68963e-18,-35.5081,2.6835,-0.000317935,0,0,0,-9.55888e-18,-1.38628e-17,-2.29384e-18,-35.3579,-0.799961,-0.00116372,0,0,0,-8.313e-18,-1.64768e-17,-9.70207e-19,-35.4668,-4.11807,-0.00703719,0,0,0,-9.35144e-18,-1.70066e-17,-7.98799e-19,-35.7617,-6.73331,-0.0056291,0,0,0,-1.20891e-17,-1.77608e-17,-1.70129e-18,34.6012,-10.0181,-0.0228791,0,0,0,-1.39643e-17,-7.49895e-18,3.2638e-19,-35.3186,-11.5649,-0.0129981,0,0,0,-1.63501e-17,-2.02634e-17,-3.57956e-18,-35.603,-14.1351,-0.0211675,0,0,0,-1.96272e-17,-2.153e-17,-1.32315e-18
29,-34.792,12.3638,-0.0361414,0,0,0,-2.38332e-17,-1.81667e-17,3.87694e-19,-34.9204,9.58002,-0.0232383,0,0,0,-1.91012e-17,-1.36067e-17,-4.35631e-20,-35.0678,6.05241,-0.00809184,0,0,0,-1.20959e-17,-1.171e-17,-1.49843e-18,-35.0019,2.6831,0.00336134,0,0,0,-8.3082e-18,-1.40218e-17,-2.06014e-18,-34.8548,-0.801729,1.22559e-06,0,0,0,-7.63243e-18,-1.66426e-17,-9.81075e-19,-34.9635,-4.11544,-0.00816654,0,0,0,-8.9824e-18,-1.67851e-17,-9.05748e-19,-35.2566,-6.73601,-0.00381797,0,0,0,-1.17976e-17,-1.73729e-17,-1.79558e-18,34.1264,-10.0141,-0.0243829,0,0,0,-1.43369e-17,-7.02604e-18,5.98587e-19,-34.8112,-11.569,-0.00941507,0,0,0,-1.64012e-17,-2.02273e-17,-4.05022e-18,-35.0943,-14.137,-0.019471,0,0,0,-1.98489e-17,-2.14423e-17,-2.29233e-18
30,-34.2857,12.3579,-0.0327838,0,0,0,-2.27151e-17,-1.76154e-17,-3.14852e-19,-34.415,9.57451,-0.022221,0,0,0,-1.80478e-17,-1.38088e-17,-3.68116e-19,-34.5625,6.04908,-0.0039599,0,0,0,-1.09835e-17,-1.21133e-17,-1.53457e-18,-34.4961,2.68288,0.00691549,0,0,0,-7.16435e-18,-1.44821e-17,-2.10929e-18,-34.3517,-0.803397,0.00153181,0,0,0,-6.97097e-18,-1.69183e-17,-1.11574e-18,-34.4607,-4.11309,-0.0101313,0,0,0,-8.64657e-18,-1.66592e-17,-1.09055e-18,-34.752,-6.73839,-0.00212198,0,0,0,-1.1578e-17,-1.70452e-17,-1.96227e-18,33.6512,-10.0096,-0.0259516,0,0,0,-1.39331e-17,-6.97492e-18,7.64918e-19,-34.3041,-11.5732,-0.00624763,0,0,0,-1.64376e-17,-2.01016e-17,-4.41104e-18,-34.5858,-14.1389,-0.0180295,0,0,0,-2.00309e-17,-2.1418e-17,-3.33415e-18
31,-33.7793,12.3521,-0.0288641,0,0,0,-2.17352e-17,-1.70591e-17,-9.82078e-19,-33.9096,9.56887,-0.0210628,0,0,0,-1.69702e-17,-1.393e-17,-7.15076e-19,-34.0574,6.04583,-0.000401132,0,0,0,-9.88815e-18,-1.24592e-17,-1.60421e-18,-33.9909,2.68252,0.00925123,0,0,0,-6.11674e-18,-1.47018e-17,-2.17501e-18,-33.8488,-0.805192,0.00370062,0,0,0,-6.45784e-18,-1.68381e-17,-1.20926e-18,-33.9576,-4.11074,-0.0100317,0,0,0,-8.5355e-18,-1.64933e-17,-1.24636e-18,-34.2473,-6.74065,-4.83129e-06,0,0,0,-1.14416e-17,-1.68119e-17,-2.08906e-18,33.176,-10.0053,-0.0276081,0,0,0,-1.3894e-17,-7.00335e-18,9.30794e-19,-33.7974,-11.5774,-0.00351504,0,0,0,-1.64575e-17,-1.98777e-17,-4.65258e-18,-34.078,-14.1411,-0.0175825,0,0,0,-2.02931e-17,-2.06185e-17,-4.24334e-18
32,-33.273,12.3463,-0.0243813,0,0,0,-2.08945e-17,-1.64978e-17,-1.61374e-18,-33.4044,9.56295,-0.0196486,0,0,0,-1.58489e-17,-1.39043e-17,-1.10278e-18,-33.5535,6.04286,0.000558829,0,0,0,-8.82394e-18,-1.24976e-17,-1.76579e-18,-33.4863,2.68198,0.0102361,0,0,0,-5.17539e-18,-1.46504e-17,-2.25976e-18,-33.346,-0.807019,0.00580665,0,0,0,-5.98507e-18,-1.66361e-17,-1.27153e-18,-33.4542,-4.10829,-0.00901876,0,0,0,-8.48615e-18,-1.62707e-17,-1.394e-18,-33.7428,-6.74271,0.00280323,0,0,0,-1.14415e-17,-1.67333e-17,-2.15042e-18,32.7005,-10.001,-0.0295095,0,0,0,-1.48873e-17,-7.25885e-18,1.09444e-18,-33.2914,-11.5813,-0.00203993,0,0,0,-1.63087e-17,-1.89352e-17,-4.91852e-18,-33.5705,-14.1432,-0.017534,0,0,0,-2.04219e-17,-1.96687e-17,-5.2175e-18
33,-32.7672,12.3407,-0.020749,0,0,0,-1.98479e-17,-1.6171e-17,-2.10955e-18,-32.8985,9.55706,-0.0151729,0,0,0,-1.49842e-17,-1.41519e-17,-1.4608e-18,-33.0495,6.04021,0.00248154,0,0,0,-7.97943e-18,-1.26589e-17,-1.88518e-18,-32.9827,2.68141,0.00901618,0,0,0,-4.40745e-18,-1.44772e-17,-2.16821e-18,-32.8438,-0.808962,0.0072269,0,0,0,-5.65936e-18,-1.59421e-17,-1.18112e-18,-32.9494,-4.10475,-0.0022491,0,0,0,-8.65666e-18,-1.55482e-17,-1.50539e-18,-33.2386,-6.74492,0.0049784,0,0,0,-1.15424e-17,-1.62043e-17,-2.21353e-18,32.2248,-9.99687,-0.0310603,0,0,0,-1.54218e-17,-7.50529e-18,1.18517e-18,-32.7857,-11.5851,-0.0010228,0,0,0,-1.60971e-17,-1.77263e-17,-5.19417e-18,-33.0636,-14.1452,-0.0184213,0,0,0,-2.02357e-17,-1.83679e-17,-6.34246e-18
34,-32.2617,12.3352,-0.0174033,0,0,0,-1.87318e-17,-1.59227e-17,-2.55964e-18,-32.3922,9.55117,-0.00869164,0,0,0,-1.42877e-17,-1.45785e-17,-1.79936e-18,-32.5453,6.03797,0.00560332,0,0,0,-7.40789e-18,-1.29729e-17,-1.95228e-18,-32.4795,2.6808,0.006947,0,0,0,-3.70708e-18,-1.4257e-17,-2.00806e-18,-32.3419,-0.811214,0.0083212,0,0,0,-5.63243e-18,-1.54064e-17,-1.0019e-18,-32.4449,-4.10131,0.00427329,0,0,0,-8.94963e-18,-1.48981e-17,-1.54625e-18,-32.7348,-6.74723,0.00676966,0,0,0,-1.17045e-17,-1.54027e-17,-2.27769e-18,31.749,-9.99295,-0.0322712,0,0,0,-1.5511e-17,-7.74277e-18,1.20497e-18,-32.2803,-11.5886,0.000104798,0,0,0,-1.59365e-17,-1.66886e-17,-5.52203e-18,-32.5568,-14.147,-0.0193378,0,0,0,-2.0271e-17,-1.70805e-17,-7.34885e-18
35,-31.758,12.3298,-0.0187913,0,0,0,-1.76207e-17,-1.54145e-17,-3.30708e-18,-31.8871,9.54521,-0.00502571,0,0,0,-1.33451e-17,-1.47005e-17,-2.20214e-18,-32.0424,6.03582,0.00548935,0,0,0,-6.73928e-18,-1.3113e-17,-1.96011e-18,-31.976,2.6802,0.00695056,0,0,0,-3.41203e-18,-1.40914e-17,-1.72355e-18,-31.8403,-0.813949,0.0089071,0,0,0,-6.07223e-18,-1.51178e-17,-6.84099e-19,-31.9407,-4.09806,0.0103072,0,0,0,-9.49189e-18,-1.43952e-17,-1.44315e-18,-32.231,-6.74972,0.00955977,0,0,0,-1.18352e-17,-1.46688e-17,-2.29647e-18,31.2729,-9.98945,-0.033695,0,0,0,-1.53754e-17,-8.08107e-18,1.29365e-18,-31.7751,-11.5922,0.00113984,0,0,0,-1.57722e-17,-1.57263e-17,-5.81618e-18,-32.0503,-14.1487,-0.0202779,0,0,0,-2.04842e-17,-1.58031e-17,-8.26002e-18
36,-31.2544,12.3245,-0.0199194,0,0,0,-1.65421e-17,-1.50258e-17,-4.03222e-18,-31.3823,9.53931,-0.0022254,0,0,0,-1.23697e-17,-1.48006e-17,-2.6333e-18,-31.5401,6.03368,0.00392181,0,0,0,-6.02683e-18,-1.31753e-17,-1.94153e-18,-31.4725,2.67956,0.00738486,0,0,0,-3.1306e-18,-1.38584e-17,-1.49512e-18,-31.3388,-0.816639,0.0103441,0,0,0,-6.30441e-18,-1.45408e-17,-5.6749e-19,-31.4376,-4.09493,0.0140888,0,0,0,-9.77743e-18,-1.39089e-17,-1.47436e-18,-31.7273,-6.75219,0.0123121,0,0,0,-1.19328e-17,-1.39811e-17,-2.31934e-18,30.7967,-9.9861,-0.0351866,0,0,0,-1.51656e-17,-8.45189e-18,1.4049e-18,-31.2702,-11.5966,0.00184776,0,0,0,-1.55912e-17,-1.50046e-17,-5.99299e-18,-31.544,-14.1507,-0.0208585,0,0,0,-2.03276e-17,-1.46881e-17,-8.86777e-18
37,-30.7508,12.3194,-0.0202284,0,0,0,-1.55627e-17,-1.50021e-17,-4.68751e-18,-30.879,9.53413,-0.00277656,0,0,0,-1.14766e-17,-1.51694e-17,-3.21716e-18,-31.0367,6.0307,0.00722732,0,0,0,-5.35245e-18,-1.33028e-17,-2.15739e-18,-30.969,2.67882,0.00911145,0,0,0,-2.85064e-18,-1.33677e-17,-1.49048e-18,-30.8372,-0.819289,0.012282,0,0,0,-6.41429e-18,-1.37939e-17,-5.69332e-19,-30.9351,-4.09188,0.0161713,0,0,0,-9.86929e-18,-1.3434e-17,-1.60628e-18,-31.2245,-6.75427,0.0135121,0,0,0,-1.18025e-17,-1.35815e-17,-2.4314e-18,30.3208,-9.98279,-0.0336947,0,0,0,-1.49912e-17,-9.20137e-18,1.47688e-18,-30.7657,-11.6013,0.00235991,0,0,0,-1.54494e-17,-1.4434e-17,-6.11595e-18,-31.0377,-14.1528,-0.021047,0,0,0,-2.01413e-17,-1.363e-17,-9.37945e-18
38,-30.2473,12.3143,-0.0199921,0,0,0,-1.45873e-17,-1.49574e-17,-5.07817e-18,-30.3761,9.52907,-0.00405521,0,0,0,-1.04743e-17,-1.54406e-17,-3.61222e-18,-30.5334,6.02756,0.0105205,0,0,0,-4.66868e-18,-1.34488e-17,-2.33253e-18,-30.4651,2.67798,0.0123789,0,0,0,-2.55926e-18,-1.31872e-17,-1.43385e-18,-30.3355,-0.821725,0.0158157,0,0,0,-6.63463e-18,-1.37792e-17,-5.63456e-19,-30.4335,-4.08911,0.0164887,0,0,0,-1.03207e-17,-1.3446e-17,-1.69286e-18,-30.722,-6.75642,0.0138875,0,0,0,-1.1798e-17,-1.33242e-17,-2.53724e-18,29.8448,-9.97912,-0.0317195,0,0,0,-1.49281e-17,-9.89623e-18,1.52151e-18,-30.2614,-11.6064,0.00267757,0,0,0,-1.53504e-17,-1.40254e-17,-6.18082e-18,-30.5304,-14.155,-0.0169882,0,0,0,-2.07334e-17,-1.28387e-17,-9.53081e-18
39,-29.7437,12.3092,-0.0192068,0,0,0,-1.36164e-17,-1.48916e-17,-5.2017e-18,-29.8738,9.52422,-0.00667851,0,0,0,-9.26991e-18,-1.55314e-17,-3.65832e-18,-30.0309,6.02394,0.0121917,0,0,0,-3.9317e-18,-1.36569e-17,-2.24764e-18,-29.9609,2.67707,0.0174612,0,0,0,-2.25481e-18,-1.3373e-17,-1.31558e-18,-29.8339,-0.824033,0.0195013,0,0,0,-6.90643e-18,-1.38158e-17,-5.42218e-19,-29.9322,-4.08641,0.016435,0,0,0,-1.08408e-17,-1.35515e-17,-1.7659e-18,-30.2203,-6.75867,0.0127562,0,0,0,-1.20233e-17,-1.33264e-17,-2.63177e-18,29.3689,-9.97441,-0.0282732,0,0,0,-1.52039e-17,-1.04267e-17,1.48284e-18,-29.7578,-11.6112,0.00188711,0,0,0,-1.54082e-17,-1.33134e-17,-6.11675e-18,-30.0234,-14.157,-0.0131565,0,0,0,-2.14649e-17,-1.18632e-17,-9.6676e-18
40,-29.2406,12.3041,-0.0185668,0,0,0,-1.3028e-17,-1.47131e-17,-5.19675e-18,-29.3713,9.51912,-0.00777068,0,0,0,-8.39719e-18,-1.56001e-17,-3.64708e-18,-29.5289,6.02028,0.0128015,0,0,0,-3.36434e-18,-1.37487e-17,-2.16686e-18,-29.4578,2.676,0.0198076,0,0,0,-2.30108e-18,-1.31725e-17,-1.13748e-18,-29.3328,-0.825575,0.0224242,0,0,0,-7.46801e-18,-1.33557e-17,-4.0322e-19,-29.4311,-4.08386,0.0165672,0,0,0,-1.1118e-17,-1.33327e-17,-1.78912e-18,-29.7189,-6.76125,0.0114903,0,0,0,-1.20179e-17,-1.31824e-17,-2.6765e-18,28.8928,-9.96897,-0.0253373,0,0,0,-1.52108e-17,-1.09846e-17,1.41932e-18,-29.2544,-11.6158,0.00069335,0,0,0,-1.55247e-17,-1.24898e-17,-6.00586e-18,-29.5167,-14.1585,-0.00980317,0,0,0,-2.24855e-17,-1.05045e-17,-9.774e-18
41,-28.7375,12.299,-0.0179756,0,0,0,-1.25689e-17,-1.44964e-17,-5.14845e-18,-28.8686,9.51386,-0.0078421,0,0,0,-7.74552e-18,-1.5654e-17,-3.59764e-18,-29.0276,6.01654,0.0119747,0,0,0,-3.02763e-18,-1.36836e-17,-2.09187e-18,-28.9552,2.67486,0.0210172,0,0,0,-2.49343e-18,-1.28106e-17,-9.34624e-19,-28.8322,-0.827084,0.0246329,0,0,0,-8.00996e-18,-1.29982e-17,-3.36859e-19,-28.9301,-4.08139,0.0169928,0,0,0,-1.14413e-17,-1.31086e-17,-1.84298e-18,-29.2177,-6.76405,0.0101338,0,0,0,-1.18573e-17,-1.29398e-17,-2.68763e-18,28.4164,-9.96275,-0.0229221,0,0,0,-1.49404e-17,-1.15713e-17,1.33028e-18,-28.7514,-11.6199,-0.000592187,0,0,0,-1.48406e-17,-1.24673e-17,-6.00082e-18,-29.0109,-14.1599,-0.00817266,0,0,0,-2.27968e-17,-9.90897e-18,-9.95635e-18
42,-28.2344,12.2933,-0.0158345,0,0,0,-1.24324e-17,-1.50673e-17,-4.86639e-18,-28.3658,9.50841,-0.00630068,0,0,0,-7.37557e-18,-1.61984e-17,-3.45774e-18,-28.5261,6.01309,0.0126752,0,0,0,-2.82058e-18,-1.40497e-17,-1.94125e-18,-28.4534,2.67395,0.0211047,0,0,0,-2.7046e-18,-1.30851e-17,-7.73983e-19,-28.3321,-0.828531,0.0254936,0,0,0,-8.51476e-18,-1.28348e-17,-4.07711e-19,-28.4292,-4.07908,0.0180744,0,0,0,-1.18722e-17,-1.28748e-17,-1.97126e-18,-28.7166,-6.76712,0.00934517,0,0,0,-1.17373e-17,-1.27586e-17,-2.75063e-18,27.9396,-9.95755,-0.0210089,0,0,0,-1.49456e-17,-1.22505e-17,1.3635e-18,-28.2485,-11.624,-0.0018887,0,0,0,-1.40706e-17,-1.2314e-17,-5.94536e-18,-28.5055,-14.1612,-0.00778396,0,0,0,-2.25963e-17,-9.86469e-18,-1.01937e-17
43,-27.7314,12.2877,-0.0137754,0,0,0,-1.2212e-17,-1.56357e-17,-4.59368e-18,-27.8631,9.50293,-0.00467001,0,0,0,-7.0649e-18,-1.68147e-17,-3.29182e-18,-28.0245,6.00981,0.0141313,0,0,0,-2.67743e-18,-1.4629e-17,-1.75328e-18,-27.9516,2.67314,0.0213504,0,0,0,-2.97089e-18,-1.33331e-17,-5.57089e-19,-27.8324,-0.83024,0.0264298,0,0,0,-9.00083e-18,-1.266e-17,-3.04561e-19,-27.9283,-4.07675,0.019782,0,0,0,-1.21841e-17,-1.27402e-17,-1.9665e-18,-28.2155,-6.77016,0.00894224,0,0,0,-1.16051e-17,-1.25848e-17,-2.79865e-18,27.4627,-9.95268,-0.0192712,0,0,0,-1.50484e-17,-1.29625e-17,1.43958e-18,-27.7459,-11.6284,-0.0032096,0,0,0,-1.30622e-17,-1.16896e-17,-5.71932e-18,-28.0008,-14.1631,-0.00805928,0,0,0,-2.19248e-17,-9.23996e-18,-1.04431e-17
44,-27.2288,12.2822,-0.0119845,0,0,0,-1.17328e-17,-1.61898e-17,-4.35165e-18,-27.3612,9.49759,-0.00486405,0,0,0,-6.83867e-18,-1.72906e-17,-3.03438e-18,-27.5234,6.00689,0.0152812,0,0,0,-2.94178e-18,-1.50125e-17,-1.34992e-18,-27.4498,2.67279,0.0224529,0,0,0,-3.45967e-18,-1.33404e-17,-1.03228e-19,-27.3327,-0.832136,0.0274191,0,0,0,-9.47372e-18,-1.24769e-17,-7.80566e-20,-27.4275,-4.0744,0.0220252,0,0,0,-1.23934e-17,-1.26912e-17,-1.84668e-18,-27.7139,-6.77221,0.0115467,0,0,0,-1.12624e-17,-1.23661e-17,-2.58103e-18,26.9858,-9.9492,-0.0153593,0,0,0,-1.44796e-17,-1.36534e-17,1.50774e-18,-27.2435,-11.6331,-0.00422251,0,0,0,-1.25606e-17,-1.12882e-17,-5.37772e-18,-27.4961,-14.1651,-0.00834463,0,0,0,-2.13171e-17,-8.57324e-18,-1.06171e-17
45,-26.7265,12.2767,-0.0104699,0,0,0,-1.14289e-17,-1.67941e-17,-3.97583e-18,-26.8595,9.49207,-0.00479836,0,0,0,-6.65207e-18,-1.759e-17,-2.71317e-18,-27.0223,6.00402,0.0165155,0,0,0,-3.24803e-18,-1.53216e-17,-9.15498e-19,-26.9483,2.67245,0.0232469,0,0,0,-4.00142e-18,-1.34476e-17,3.20323e-19,-26.8333,-0.834615,0.0287446,0,0,0,-9.90519e-18,-1.25309e-17,-5.32929e-20,-26.9271,-4.07192,0.0236897,0,0,0,-1.25123e-17,-1.26723e-17,-1.99655e-18,-27.2124,-6.77417,0.0140672,0,0,0,-1.09726e-17,-1.21788e-17,-2.46227e-18,26.5089,-9.94561,-0.0114653,0,0,0,-1.40455e-17,-1.43162e-17,1.61694e-18,-26.7411,-11.6379,-0.00490666,0,0,0,-1.25977e-17,-1.11238e-17,-4.91244e-18,-26.9915,-14.1676,-0.00748693,0,0,0,-2.22066e-17,-8.59283e-18,-1.00299e-17
46,-26.2245,12.2713,-0.00923613,0,0,0,-1.13023e-17,-1.74496e-17,-3.46448e-18,-26.3579,9.48624,-0.00424402,0,0,0,-6.53992e-18,-1.75571e-17,-2.27193e-18,-26.5214,6.00119,0.0183557,0,0,0,-3.57482e-18,-1.53335e-17,-4.23149e-19,-26.4472,2.67214,0.0236531,0,0,0,-4.60906e-18,-1.36789e-17,7.06296e-19,-26.334,-0.837221,0.0301736,0,0,0,-1.03926e-17,-1.26504e-17,-6.67067e-20,-26.4269,-4.0694,0.0251667,0,0,0,-1.26197e-17,-1.26654e-17,-2.21893e-18,-26.7112,-6.77596,0.0164184,0,0,0,-1.07913e-17,-1.20558e-17,-2.54553e-18,26.0317,-9.94159,-0.00774449,0,0,0,-1.40891e-17,-1.48891e-17,1.86178e-18,-26.239,-11.6426,-0.00546717,0,0,0,-1.26496e-17,-1.10031e-17,-4.50617e-18,-26.4871,-14.1701,-0.00665516,0,0,0,-2.29632e-17,-8.60494e-18,-9.53051e-18
47,-25.7228,12.2659,-0.00808223,0,0,0,-1.12184e-17,-1.78831e-17,-2.84859e-18,-25.8564,9.48046,-0.00333988,0,0,0,-6.45784e-18,-1.74345e-17,-1.82477e-18,-26.0207,5.99833,0.0201387,0,0,0,-3.99602e-18,-1.52596e-17,4.97469e-21,-25.9461,2.67175,0.0248412,0,0,0,-5.75373e-18,-1.38286e-17,9.90075e-19,-25.8349,-0.839859,0.0320537,0,0,0,-1.18391e-17,-1.29929e-17,-1.00644e-20,-25.9273,-4.06657,0.0257866,0,0,0,-1.33954e-17,-1.28235e-17,-2.21939e-18,-26.2104,-6.77765,0.0184488,0,0,0,-1.08195e-17,-1.19391e-17,-2.54292e-18,25.5542,-9.93722,-0.00443342,0,0,0,-1.38851e-17,-1.51512e-17,2.12669e-18,-25.737,-11.6473,-0.00598333,0,0,0,-1.27069e-17,-1.08982e-17,-4.12089e-18,-25.9829,-14.1724,-0.00586436,0,0,0,-2.34709e-17,-8.60244e-18,-9.19418e-18
48,-25.2212,12.2604,-0.00695603,0,0,0,-1.1149e-17,-1.82417e-17,-2.19715e-18,-25.355,9.4747,-0.00219869,0,0,0,-6.39614e-18,-1.72511e-17,-1.37359e-18,-25.5202,5.99546,0.0218333,0,0,0,-4.55721e-18,-1.50587e-17,3.38076e-19,-25.445,2.67135,0.0263821,0,0,0,-7.13807e-18,-1.39411e-17,1.22799e-18,-25.3359,-0.842489,0.0340429,0,0,0,-1.29505e-17,-1.32984e-17,6.80218e-20,-25.4279,-4.06381,0.0260448,0,0,0,-1.40153e-17,-1.29357e-17,-2.19554e-18,-25.7098,-6.77923,0.0202432,0,0,0,-1.10043e-17,-1.18272e-17,-2.47618e-18,25.0765,-9.93245,-0.00157672,0,0,0,-1.34101e-17,-1.50741e-17,2.41347e-18,-25.2341,-11.6518,-0.00210482,0,0,0,-1.27453e-17,-1.04719e-17,-3.34975e-18,-25.4788,-14.1746,-0.00480974,0,0,0,-2.4191e-17,-8.57377e-18,-8.56381e-18
