"L0",,,,,,,,,,"L1",,,,,,,,,"L2",,,,,,,,,"L3",,,,,,,,,"L4",,,,,,,,,"L5",,,,,,,,,"L6",,,,,,,,,"L7",,,,,,,,,"L8",,,,,,,,,"L9",,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange"
10,-44.4532,12.4689,-0.0789472,0,0,0,-1.27283e-17,-2.02206e-17,-1.47242e-19,-44.5823,9.68475,-0.0767082,0,0,0,-1.47207e-17,-2.00199e-17,-2.85588e-18,-44.705,6.11144,-0.0502851,0,0,0,-1.7647e-17,-2.05006e-17,-3.96981e-18,-44.6505,2.69809,-0.0385439,0,0,0,-1.9487e-17,-1.74792e-17,-3.94347e-19,-44.4652,-0.759537,-0.0538318,0,0,0,-1.91222e-17,-1.5091e-17,4.36596e-18,-44.5831,-4.16681,-0.0388477,0,0,0,-1.87098e-17,-1.67225e-17,4.85895e-18,-44.893,-6.69448,-0.0410144,0,0,0,-1.87729e-17,-1.75531e-17,1.63033e-18,43.1048,-10.0907,-0.0556747,0,0,0,-7.3202e-18,-9.46136e-18,-2.04526e-18,-44.4854,-11.4886,-0.0525061,0,0,0,-1.93317e-17,-1.25711e-17,-3.7563e-18,-44.8019,-14.0986,-0.0526225,0,0,0,-2.19273e-17,-9.02853e-18,-4.08796e-18
11,-43.9436,12.4636,-0.080088,0,0,0,-1.41906e-17,-2.09017e-17,8.8653e-20,-44.072,9.68029,-0.0752861,0,0,0,-1.59038e-17,-2.0104e-17,-2.82289e-18,-44.1949,6.10788,-0.0458342,0,0,0,-1.84225e-17,-1.98601e-17,-4.13769e-18,-44.1397,2.69716,-0.0339316,0,0,0,-2.0094e-17,-1.68321e-17,-6.23319e-19,-43.9601,-0.762557,-0.0594109,0,0,0,-1.94824e-17,-1.49825e-17,4.06603e-18,-44.0761,-4.16331,-0.0418071,0,0,0,-1.88974e-17,-1.70724e-17,4.62636e-18,-44.3839,-6.69783,-0.0395977,0,0,0,-1.90863e-17,-1.81731e-17,1.63594e-18,42.635,-10.0858,-0.0475907,0,0,0,-8.33289e-18,-9.66065e-18,-1.92895e-18,-43.9739,-11.4936,-0.0497623,0,0,0,-1.93146e-17,-1.30301e-17,-3.0804e-18,-44.289,-14.1004,-0.0516657,0,0,0,-2.26972e-17,-9.71247e-18,-2.44253e-18
12,-43.4342,12.4582,-0.0805285,0,0,0,-1.56584e-17,-2.15395e-17,3.58071e-19,-43.5619,9.67543,-0.0735301,0,0,0,-1.73398e-17,-2.02399e-17,-2.74824e-18,-43.6851,6.10459,-0.0416035,0,0,0,-1.93693e-17,-1.9387e-17,-4.29041e-18,-43.6298,2.69618,-0.0312794,0,0,0,-2.0722e-17,-1.6438e-17,-8.70123e-19,-43.4528,-0.764789,-0.0579374,0,0,0,-1.95228e-17,-1.48685e-17,3.72703e-18,-43.5683,-4.16012,-0.0412482,0,0,0,-1.8513e-17,-1.71037e-17,4.3097e-18,-43.8749,-6.70063,-0.0380186,0,0,0,-1.89305e-17,-1.83872e-17,1.57445e-18,42.1645,-10.0815,-0.0427194,0,0,0,-9.00536e-18,-9.70557e-18,-1.76266e-18,-43.4627,-11.4985,-0.0475654,0,0,0,-1.90651e-17,-1.32965e-17,-2.45743e-18,-43.7768,-14.1017,-0.0520299,0,0,0,-2.23274e-17,-9.94763e-18,-9.99774e-19
13,-42.9247,12.4529,-0.0807341,0,0,0,-1.71279e-17,-2.2163e-17,6.38562e-19,-43.0519,9.67033,-0.0715665,0,0,0,-1.89332e-17,-2.04081e-17,-2.64769e-18,-43.1755,6.1016,-0.0375921,0,0,0,-2.04805e-17,-1.90743e-17,-4.42859e-18,-43.1203,2.6952,-0.0292448,0,0,0,-2.1353e-17,-1.61216e-17,-1.1229e-18,-42.944,-0.767133,-0.0511793,0,0,0,-1.9513e-17,-1.47337e-17,3.29139e-18,-43.0604,-4.15711,-0.0399893,0,0,0,-1.82141e-17,-1.71537e-17,3.94298e-18,-43.3661,-6.70318,-0.0363695,0,0,0,-1.85722e-17,-1.8426e-17,1.48404e-18,41.6935,-10.0779,-0.0404777,0,0,0,-9.40043e-18,-9.62423e-18,-1.55574e-18,-42.9523,-11.5028,-0.0463994,0,0,0,-1.866e-17,-1.42187e-17,-2.21802e-18,-43.265,-14.1029,-0.0527064,0,0,0,-2.17855e-17,-1.07229e-17,2.71623e-20
14,-42.4142,12.447,-0.0765383,0,0,0,-1.87559e-17,-2.26724e-17,7.74406e-19,-42.5414,9.66482,-0.0668215,0,0,0,-2.01092e-17,-2.04431e-17,-2.55073e-18,-42.6665,6.09872,-0.0342398,0,0,0,-2.09976e-17,-1.86282e-17,-4.45031e-18,-42.6114,2.69436,-0.0277522,0,0,0,-2.13344e-17,-1.56506e-17,-1.40898e-18,-42.4338,-0.769576,-0.0396041,0,0,0,-1.94571e-17,-1.45797e-17,2.76754e-18,-42.5525,-4.15431,-0.037816,0,0,0,-1.80265e-17,-1.72277e-17,3.51157e-18,-42.8569,-6.70488,-0.0325697,0,0,0,-1.82962e-17,-1.86065e-17,1.2884e-18,41.2217,-10.0735,-0.0409461,0,0,0,-1.02019e-17,-9.86926e-18,-1.31759e-18,-42.442,-11.5068,-0.0450584,0,0,0,-1.82679e-17,-1.51768e-17,-1.91981e-18,-42.7535,-14.104,-0.0537223,0,0,0,-2.10536e-17,-1.20925e-17,5.95764e-19
15,-41.9038,12.441,-0.0722978,0,0,0,-2.02193e-17,-2.30799e-17,9.05384e-19,-42.0308,9.65922,-0.06164,0,0,0,-2.11284e-17,-2.03894e-17,-2.44358e-18,-42.1577,6.09586,-0.0311104,0,0,0,-2.13224e-17,-1.81388e-17,-4.43417e-18,-42.1024,2.69359,-0.0257918,0,0,0,-2.11767e-17,-1.50847e-17,-1.64587e-18,-41.9243,-0.771293,-0.0291349,0,0,0,-1.90845e-17,-1.45541e-17,2.473e-18,-42.0443,-4.15223,-0.0338611,0,0,0,-1.75928e-17,-1.75961e-17,3.24755e-18,-42.3478,-6.70651,-0.0283702,0,0,0,-1.79791e-17,-1.88604e-17,1.12405e-18,40.7497,-10.069,-0.0421291,0,0,0,-1.10961e-17,-1.01848e-17,-1.0764e-18,-41.9317,-11.5101,-0.0429311,0,0,0,-1.79377e-17,-1.61893e-17,-1.3781e-18,-42.242,-14.1054,-0.0540058,0,0,0,-2.06233e-17,-1.34907e-17,1.65373e-18
16,-41.3937,12.4352,-0.0679142,0,0,0,-2.11888e-17,-2.31814e-17,1.0217e-18,-41.5206,9.65354,-0.0564206,0,0,0,-2.14365e-17,-1.98105e-17,-2.25313e-18,-41.6495,6.09343,-0.0285832,0,0,0,-2.09499e-17,-1.70585e-17,-4.30255e-18,-41.5933,2.69298,-0.0224426,0,0,0,-2.06098e-17,-1.42418e-17,-1.73925e-18,-41.415,-0.772766,-0.0190133,0,0,0,-1.86124e-17,-1.45687e-17,2.24996e-18,-41.5359,-4.15048,-0.0290442,0,0,0,-1.7041e-17,-1.81053e-17,3.06345e-18,-41.8385,-6.70805,-0.0229899,0,0,0,-1.746e-17,-1.9397e-17,1.12462e-18,40.2772,-10.065,-0.0438691,0,0,0,-1.1767e-17,-1.02332e-17,-9.40246e-19,-41.4215,-11.5132,-0.0405935,0,0,0,-1.79338e-17,-1.69955e-17,-1.08716e-18,-41.7306,-14.107,-0.0540261,0,0,0,-2.0303e-17,-1.48996e-17,2.89124e-18
17,-40.884,12.4296,-0.0640757,0,0,0,-2.2131e-17,-2.32552e-17,1.23069e-18,-41.011,9.64776,-0.0525956,0,0,0,-2.17253e-17,-1.92288e-17,-1.97916e-18,-41.1414,6.09107,-0.025914,0,0,0,-2.054e-17,-1.60276e-17,-4.13189e-18,-41.0841,2.69251,-0.018467,0,0,0,-1.98516e-17,-1.35941e-17,-1.86113e-18,-40.9081,-0.774288,-0.0147862,0,0,0,-1.76011e-17,-1.46937e-17,1.8179e-18,-41.028,-4.14925,-0.0243981,0,0,0,-1.62857e-17,-1.82628e-17,2.74599e-18,-41.3299,-6.70962,-0.0189944,0,0,0,-1.69833e-17,-1.97272e-17,1.03551e-18,39.8048,-10.061,-0.0452589,0,0,0,-1.23436e-17,-1.02934e-17,-8.3309e-19,-40.9114,-11.5162,-0.038029,0,0,0,-1.82939e-17,-1.75718e-17,-1.07592e-18,-41.2191,-14.1095,-0.0522545,0,0,0,-2.11223e-17,-1.56716e-17,3.27405e-18
18,-40.3746,12.4242,-0.0607808,0,0,0,-2.3046e-17,-2.33011e-17,1.53239e-18,-40.5025,9.6418,-0.051213,0,0,0,-2.19803e-17,-1.86422e-17,-1.55888e-18,-40.6335,6.08889,-0.0228011,0,0,0,-2.00142e-17,-1.51498e-17,-3.84072e-18,-40.575,2.69214,-0.0138678,0,0,0,-1.89027e-17,-1.31414e-17,-2.01113e-18,-40.4014,-0.775862,-0.0109129,0,0,0,-1.6706e-17,-1.47945e-17,1.38441e-18,-40.5203,-4.14778,-0.0201246,0,0,0,-1.55742e-17,-1.83902e-17,2.41238e-18,-40.8222,-6.71125,-0.0168385,0,0,0,-1.6563e-17,-1.97834e-17,8.27333e-19,39.3322,-10.0571,-0.0457788,0,0,0,-1.26906e-17,-1.03841e-17,-7.96932e-19,-40.4015,-11.5197,-0.0348595,0,0,0,-1.81689e-17,-1.8607e-17,-1.12469e-18,-40.7075,-14.112,-0.0501993,0,0,0,-2.15803e-17,-1.6594e-17,3.53383e-18
19,-39.8658,12.4189,-0.0581459,0,0,0,-2.38414e-17,-2.30611e-17,1.77786e-18,-39.9943,9.63602,-0.0500346,0,0,0,-2.20837e-17,-1.80833e-17,-1.24128e-18,-40.1258,6.08652,-0.0199801,0,0,0,-1.94114e-17,-1.43904e-17,-3.64464e-18,-40.0672,2.6918,-0.0123956,0,0,0,-1.81321e-17,-1.27764e-17,-2.22251e-18,-39.8955,-0.777603,-0.00817175,0,0,0,-1.618e-17,-1.48186e-17,9.46397e-19,-40.0136,-4.1446,-0.0178194,0,0,0,-1.5198e-17,-1.85241e-17,2.06028e-18,-40.315,-6.71331,-0.0155065,0,0,0,-1.62188e-17,-2.00163e-17,6.13828e-19,38.8596,-10.0532,-0.0455066,0,0,0,-1.27368e-17,-1.00576e-17,-7.97042e-19,-39.8916,-11.5233,-0.031441,0,0,0,-1.78583e-17,-1.9818e-17,-1.19632e-18,-40.196,-14.1145,-0.0473329,0,0,0,-2.08896e-17,-1.79991e-17,3.44193e-18
20,-39.3572,12.4135,-0.0557287,0,0,0,-2.4597e-17,-2.27258e-17,2.0046e-18,-39.4863,9.63034,-0.048985,0,0,0,-2.20909e-17,-1.7542e-17,-9.88694e-19,-39.6185,6.0839,-0.0174635,0,0,0,-1.87277e-17,-1.37548e-17,-3.54797e-18,-39.5599,2.69147,-0.0119863,0,0,0,-1.74212e-17,-1.24406e-17,-2.45415e-18,-39.3897,-0.779505,-0.0055765,0,0,0,-1.52517e-17,-1.4882e-17,5.96614e-19,-39.5072,-4.14091,-0.0159701,0,0,0,-1.44714e-17,-1.85655e-17,1.71348e-18,-39.8081,-6.71558,-0.0145734,0,0,0,-1.59114e-17,-2.03352e-17,3.97711e-19,38.387,-10.0492,-0.0445468,0,0,0,-1.25224e-17,-9.36956e-18,-8.28094e-19,-39.3813,-11.528,-0.0253782,0,0,0,-1.70209e-17,-2.01857e-17,-1.20275e-18,-39.6844,-14.1165,-0.0435472,0,0,0,-2.02177e-17,-1.9203e-17,3.43288e-18
21,-38.8493,12.4081,-0.0542439,0,0,0,-2.53899e-17,-2.23512e-17,2.07974e-18,-38.9782,9.62443,-0.0465918,0,0,0,-2.23283e-17,-1.69421e-17,-6.71744e-19,-39.1116,6.08094,-0.0154759,0,0,0,-1.81918e-17,-1.31847e-17,-3.28037e-18,-39.054,2.69059,-0.0144622,0,0,0,-1.62539e-17,-1.23153e-17,-2.42924e-18,-38.8843,-0.781584,-0.00313888,0,0,0,-1.38854e-17,-1.4988e-17,3.42988e-19,-39.0013,-4.13647,-0.0148121,0,0,0,-1.32187e-17,-1.84691e-17,1.37517e-18,-39.3021,-6.71862,-0.0150915,0,0,0,-1.48906e-17,-2.01849e-17,1.60101e-19,37.9146,-10.0449,-0.040593,0,0,0,-1.28013e-17,-9.15607e-18,-7.62968e-19,-38.8713,-11.5328,-0.020031,0,0,0,-1.62869e-17,-2.05067e-17,-1.32084e-18,-39.1727,-14.1182,-0.0388489,0,0,0,-1.95653e-17,-2.0209e-17,3.50585e-18
22,-38.3415,12.4027,-0.0525425,0,0,0,-2.59623e-17,-2.19254e-17,2.16407e-18,-38.4702,9.61853,-0.0438752,0,0,0,-2.25465e-17,-1.63232e-17,-3.41716e-19,-38.605,6.07783,-0.0136803,0,0,0,-1.77101e-17,-1.26383e-17,-2.95068e-18,-38.548,2.68956,-0.0165963,0,0,0,-1.51791e-17,-1.22859e-17,-2.4062e-18,-38.3792,-0.783992,-0.00089258,0,0,0,-1.29328e-17,-1.53163e-17,7.15859e-21,-38.4958,-4.13284,-0.0140871,0,0,0,-1.2408e-17,-1.8441e-17,8.74047e-19,-38.7961,-6.72151,-0.0154195,0,0,0,-1.39312e-17,-1.99869e-17,-1.30776e-19,37.4423,-10.0404,-0.035754,0,0,0,-1.32215e-17,-9.06826e-18,-6.71969e-19,-38.3626,-11.5378,-0.0174296,0,0,0,-1.5953e-17,-2.07386e-17,-1.82985e-18,-38.662,-14.1204,-0.0360913,0,0,0,-1.90653e-17,-2.07843e-17,2.97375e-18
23,-37.8337,12.3973,-0.0501839,0,0,0,-2.58705e-17,-2.13455e-17,2.27638e-18,-37.9622,9.61305,-0.0402965,0,0,0,-2.23117e-17,-1.56266e-17,9.92077e-21,-38.0993,6.07432,-0.0138106,0,0,0,-1.72109e-17,-1.22779e-17,-2.58405e-18,-38.042,2.68806,-0.0175675,0,0,0,-1.44065e-17,-1.25586e-17,-2.39586e-18,-37.8743,-0.78653,0.00127705,0,0,0,-1.2143e-17,-1.57323e-17,-3.60904e-19,-37.9905,-4.12967,-0.0136077,0,0,0,-1.18442e-17,-1.84517e-17,2.81744e-19,-38.2899,-6.72342,-0.0140677,0,0,0,-1.36294e-17,-1.97605e-17,-6.89861e-19,36.97,-10.0358,-0.0292474,0,0,0,-1.37327e-17,-8.77552e-18,-6.20056e-19,-37.8546,-11.5428,-0.0163888,0,0,0,-1.56434e-17,-2.08378e-17,-2.17888e-18,-38.1516,-14.1228,-0.0339573,0,0,0,-1.86118e-17,-2.12144e-17,2.24919e-18
