"L0",,,,,,,,,,"L1",,,,,,,,,"L2",,,,,,,,,"L3",,,,,,,,,"L4",,,,,,,,,"L5",,,,,,,,,"L6",,,,,,,,,"L7",,,,,,,,,"L8",,,,,,,,,"L9",,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange"
100,0.537033,11.974,0.0217262,0.123198,-0.6965,0.279557,-0.00166292,-0.0023439,0.00705132,0.394838,9.18227,0.0213544,0.122962,-0.691615,0.269759,-0.000374634,-0.00309203,0.00623523,0.174821,5.83273,0.0463517,0.120296,-0.682855,0.251586,0.000592356,-0.00347211,0.00517764,0.280375,2.62976,0.0510757,0.117532,-0.669038,0.236398,0.000939107,-0.00321327,0.00446191,0.276578,-0.967124,0.0472746,0.116723,-0.658726,0.217881,0.00130292,-0.00281745,0.00379141,0.229248,-3.93338,0.0426317,0.115578,-0.650774,0.204928,0.00166676,-0.00254161,0.00331163,-0.0134471,-6.90116,0.0378173,0.117073,-0.644529,0.186745,0.00219545,-0.00238805,0.0027307,-0.073525,-9.70982,0.0207991,0.119535,-0.637764,0.175292,0.00289563,-0.00236366,0.00225001,0.556817,-11.8819,0.013474,0.125143,-0.630378,0.161731,0.00351501,-0.00239986,0.00208076,0.412537,-14.2842,0.0317978,0.130103,-0.625089,0.145533,0.00449411,-0.00275923,0.00165272
101,1.02628,11.9684,0.0211981,0.12169,-0.687361,0.276453,-0.00219363,-0.00175965,0.00715699,0.883494,9.17676,0.0188749,0.122619,-0.684815,0.268706,-0.000777578,-0.00264994,0.00646187,0.66279,5.82942,0.0451035,0.120513,-0.677488,0.250786,0.000324698,-0.00318656,0.00547367,0.768893,2.62904,0.0499243,0.117818,-0.664642,0.236153,0.000757681,-0.00302579,0.00474087,0.763389,-0.969886,0.0476352,0.117189,-0.654987,0.21764,0.0011835,-0.00269659,0.00404713,0.716355,-3.93129,0.040908,0.116212,-0.647321,0.205148,0.00157981,-0.00245584,0.00354944,0.474192,-6.90353,0.0350346,0.117783,-0.641462,0.186365,0.00213008,-0.00232871,0.00294211,-0.562783,-9.70523,0.0206769,0.11829,-0.640675,0.174735,0.00295046,-0.00241216,0.00207183,1.04583,-11.887,0.00915051,0.126955,-0.627056,0.162962,0.00345525,-0.00234647,0.00222312,0.902923,-14.2869,0.0260975,0.132266,-0.622058,0.147394,0.00443405,-0.00270556,0.00176516
102,1.51525,11.963,0.0203669,0.120021,-0.677801,0.273629,-0.00269957,-0.00120084,0.00719917,1.37232,9.17091,0.0181107,0.121799,-0.677825,0.267342,-0.00116988,-0.00221981,0.00662903,1.15044,5.82638,0.0440277,0.120374,-0.67147,0.250134,5.52282e-05,-0.0028955,0.00571725,1.2573,2.62836,0.0492992,0.117965,-0.659965,0.235791,0.000572791,-0.00283166,0.00499785,1.25019,-0.972529,0.0487087,0.117691,-0.650931,0.217256,0.0010611,-0.0025719,0.00429277,1.20349,-3.92941,0.0400881,0.116899,-0.643367,0.205268,0.00149038,-0.00236624,0.00378096,0.961717,-6.90592,0.0330724,0.118634,-0.63797,0.187008,0.00206205,-0.002263,0.00314626,-1.05212,-9.70141,0.0216344,0.116825,-0.643292,0.174105,0.00299731,-0.00245541,0.00188909,1.53465,-11.892,0.00516236,0.128693,-0.623137,0.164753,0.00339018,-0.00228668,0.00235825,1.3929,-14.2898,0.0195651,0.13469,-0.618588,0.149316,0.00436572,-0.00264412,0.00187233
103,2.00404,11.9581,0.0198494,0.117955,-0.668469,0.271433,-0.00314879,-0.000701031,0.00717263,1.8613,9.16484,0.0188177,0.120924,-0.67046,0.26542,-0.00154471,-0.00180984,0.0067528,1.63804,5.82326,0.0431021,0.120067,-0.665286,0.249505,-0.00021326,-0.00260533,0.00594751,1.74575,2.62787,0.0497527,0.118068,-0.65527,0.235146,0.000386984,-0.00263519,0.00523425,1.73661,-0.975117,0.0493665,0.118277,-0.646404,0.217085,0.000936062,-0.00244392,0.00452184,1.69052,-3.92751,0.0399081,0.117731,-0.639253,0.205318,0.00139762,-0.00227207,0.00399895,1.44918,-6.9083,0.031425,0.119485,-0.634371,0.187957,0.00199286,-0.00219477,0.00334534,-1.54149,-9.69744,0.0230026,0.115377,-0.645826,0.173439,0.00304004,-0.00249636,0.00170396,2.0234,-11.8969,0.00129276,0.130409,-0.619025,0.166707,0.00332331,-0.0022248,0.00249094,1.88255,-14.2929,0.0123777,0.137319,-0.614774,0.151286,0.00429087,-0.00257654,0.00197534
104,2.49276,11.9533,0.0194413,0.11575,-0.659217,0.269456,-0.00357812,-0.000221896,0.00712195,2.35039,9.1586,0.020666,0.120007,-0.662803,0.263065,-0.00190598,-0.00141553,0.00684289,2.12547,5.81993,0.0426715,0.119217,-0.658581,0.248938,-0.000478182,-0.00231866,0.00613587,2.23424,2.6275,0.0509869,0.118139,-0.650561,0.234297,0.000200486,-0.00243701,0.00545564,2.22289,-0.977682,0.0498537,0.118897,-0.641685,0.217001,0.000809929,-0.00231459,0.00474414,2.17751,-3.92563,0.0399681,0.118615,-0.635078,0.205335,0.00130363,-0.00217623,0.00421223,1.93654,-6.91064,0.0303119,0.120336,-0.63059,0.189426,0.00192168,-0.00212224,0.00353583,-2.03091,-9.69328,0.0250876,0.113958,-0.648211,0.172713,0.00307555,-0.00253328,0.00151471,2.51206,-11.902,-0.00151011,0.132121,-0.614486,0.16739,0.00324674,-0.00215702,0.00261501,2.37318,-14.2957,0.0102731,0.140156,-0.611055,0.152098,0.00420353,-0.00250121,0.00207405
105,2.98075,11.9478,0.0176456,0.113294,-0.650768,0.267485,-0.00392318,0.000174392,0.00700858,2.83852,9.15344,0.0197814,0.119103,-0.654616,0.260601,-0.00223195,-0.00105713,0.00688186,2.61289,5.81666,0.0429252,0.11853,-0.651651,0.247827,-0.000736906,-0.00203833,0.00629976,2.72169,2.6265,0.0492735,0.118231,-0.644493,0.233233,1.56817e-05,-0.00224048,0.00564651,2.70804,-0.979318,0.0471666,0.119022,-0.636272,0.216553,0.000680561,-0.00218322,0.00494119,2.66337,-3.92298,0.0369042,0.119495,-0.630139,0.204811,0.00120347,-0.00207591,0.00440377,2.42401,-6.91271,0.0304864,0.12129,-0.626194,0.190616,0.00184618,-0.00204619,0.00371586,-2.52054,-9.68928,0.0272037,0.11251,-0.650363,0.171823,0.00310597,-0.00256459,0.00132035,3.00091,-11.9067,-0.00315769,0.133799,-0.609942,0.167818,0.00316695,-0.00208861,0.0027369,2.86397,-14.2983,0.00925323,0.142989,-0.607289,0.152688,0.00411186,-0.00242382,0.00217153
106,3.46886,11.9423,0.0166294,0.110664,-0.642328,0.265546,-0.00424785,0.000549271,0.00688463,3.32647,9.14849,0.0185549,0.118148,-0.646287,0.258108,-0.00254644,-0.000710134,0.00690616,3.1003,5.81351,0.0439265,0.118021,-0.644471,0.246115,-0.000988781,-0.00176502,0.00643665,3.20891,2.62536,0.0470168,0.118302,-0.638125,0.232136,-0.000168155,-0.00204461,0.00582842,3.19313,-0.981055,0.0445694,0.11916,-0.630722,0.216075,0.000550977,-0.00205174,0.00513207,3.14936,-3.92033,0.0347223,0.120319,-0.625101,0.204208,0.00110226,-0.00197485,0.00459006,2.91152,-6.91461,0.0314713,0.122309,-0.621414,0.19163,0.00176798,-0.00196794,0.00388933,-3.01032,-9.68541,0.0293322,0.111043,-0.652365,0.170829,0.00313314,-0.00259233,0.00112269,3.49031,-11.9105,-0.00154193,0.13537,-0.605385,0.167518,0.00307811,-0.0020185,0.00285283,3.35422,-14.2999,0.00731114,0.14517,-0.602637,0.153803,0.00400083,-0.0023424,0.00226619
107,3.95729,11.937,0.0181277,0.107491,-0.633894,0.263712,-0.00451057,0.000858882,0.00672931,3.81517,9.14298,0.0218035,0.116355,-0.637672,0.255562,-0.00281017,-0.000410602,0.00688655,3.58755,5.8106,0.0453478,0.117458,-0.637546,0.244256,-0.00122161,-0.00150593,0.00654226,3.69604,2.62419,0.0457882,0.118051,-0.631614,0.231199,-0.000343109,-0.00185391,0.00597844,3.67818,-0.983439,0.0431045,0.119473,-0.624743,0.215549,0.000421245,-0.00192024,0.00530211,3.63588,-3.9178,0.0358596,0.120947,-0.619777,0.203376,0.000998027,-0.00187174,0.00475933,3.3983,-6.91753,0.0308139,0.123648,-0.616373,0.1911,0.00168454,-0.00188627,0.00404775,-3.50069,-9.68088,0.0303779,0.10967,-0.653429,0.171172,0.0031566,-0.00261207,0.0009199,3.97961,-11.9141,0.00046103,0.13685,-0.60085,0.167333,0.00298422,-0.00194957,0.00296557,3.84429,-14.3016,0.00509332,0.147282,-0.59797,0.155036,0.00388347,-0.00226252,0.00235944
108,4.4456,11.9315,0.0198681,0.104634,-0.62531,0.261535,-0.00473327,0.00112846,0.00656627,4.30364,9.13748,0.0246404,0.114551,-0.629287,0.253027,-0.00305617,-0.000127072,0.00685681,4.07474,5.80778,0.0469355,0.116873,-0.63072,0.242337,-0.00144705,-0.00125233,0.00663566,4.18318,2.623,0.045098,0.117766,-0.624984,0.230271,-0.0005139,-0.0016661,0.00611861,4.1633,-0.985483,0.0424781,0.119734,-0.618754,0.21495,0.000292925,-0.00178963,0.00546217,4.12221,-3.91502,0.0369153,0.121431,-0.614476,0.202659,0.000893435,-0.00176779,0.00491926,3.885,-6.92053,0.0301952,0.124998,-0.611298,0.190289,0.00159992,-0.00180375,0.0042021,-3.99123,-9.67626,0.0311244,0.1083,-0.654286,0.171733,0.00317893,-0.00262958,0.000716174,4.46881,-11.9177,0.00283113,0.138243,-0.596336,0.167256,0.0028855,-0.00188178,0.00307529,4.33396,-14.3034,0.00233093,0.149247,-0.593273,0.156508,0.00375318,-0.00218582,0.00244986
109,4.93377,11.9256,0.0218587,0.102105,-0.616571,0.259001,-0.00491427,0.00135633,0.0063952,4.79163,9.13199,0.0265591,0.112725,-0.621413,0.250518,-0.0032627,0.000120855,0.00680452,4.56104,5.80429,0.046422,0.116329,-0.624064,0.240055,-0.00164292,-0.00102128,0.00669324,4.67036,2.6218,0.0455527,0.117408,-0.618103,0.229361,-0.000675648,-0.00148464,0.00623772,4.64848,-0.987073,0.0429781,0.119925,-0.612752,0.214253,0.000166511,-0.00166023,0.00560882,4.60832,-3.91198,0.0378773,0.121746,-0.609201,0.202078,0.000788458,-0.0016629,0.00506839,4.37204,-6.92263,0.0323318,0.125975,-0.606288,0.189236,0.00151245,-0.00171869,0.00434253,-4.48235,-9.67197,0.0309296,0.106817,-0.65471,0.17224,0.00319672,-0.00263936,0.00051227,4.95775,-11.9215,0.00532167,0.139385,-0.59167,0.168132,0.00278132,-0.00181535,0.0031841,4.82379,-14.3058,0.00110369,0.15095,-0.588146,0.158339,0.00361911,-0.0021105,0.00254023
110,5.42148,11.9199,0.0230723,0.099504,-0.607703,0.255921,-0.00504356,0.00153373,0.00622629,5.27929,9.12638,0.0279962,0.110935,-0.613491,0.248311,-0.00344232,0.000342679,0.00674113,5.04698,5.80075,0.044749,0.11568,-0.617281,0.237878,-0.00183222,-0.000796323,0.00674331,5.15741,2.62055,0.0464131,0.117009,-0.611529,0.228611,-0.000829663,-0.00131014,0.00634179,5.1336,-0.989237,0.0442843,0.119928,-0.606755,0.214325,4.39901e-05,-0.00153344,0.00574114,5.09404,-3.90963,0.0383439,0.121874,-0.603615,0.201656,0.000683638,-0.00155815,0.00520512,4.85895,-6.92483,0.034451,0.126804,-0.60117,0.188504,0.00142346,-0.00163344,0.00447899,-4.97352,-9.66765,0.0310674,0.105258,-0.655017,0.172619,0.00321184,-0.00264641,0.000308372,5.44659,-11.9255,0.0077941,0.140449,-0.58695,0.169305,0.00267529,-0.00174936,0.00329259,5.31371,-14.3086,0.000958291,0.152468,-0.582716,0.160427,0.00348234,-0.00203616,0.00263054
111,5.90903,11.9142,0.0240122,0.0968777,-0.598789,0.252647,-0.00515463,0.00169335,0.00605812,5.76669,9.12068,0.0290532,0.109172,-0.60553,0.246342,-0.00360072,0.00054391,0.00666898,5.53163,5.79707,0.0390003,0.114625,-0.610002,0.236154,-0.0020007,-0.000591391,0.00677017,5.64438,2.6193,0.0475766,0.116576,-0.60519,0.227987,-0.000977721,-0.00114099,0.00643425,5.61869,-0.991711,0.0459962,0.119835,-0.600761,0.214783,-7.65782e-05,-0.00140795,0.00586627,5.57958,-3.90758,0.0385923,0.121925,-0.597897,0.201303,0.000578863,-0.00145342,0.00533666,5.34561,-6.92727,0.0365392,0.127354,-0.595847,0.188381,0.00133159,-0.00154783,0.0046079,-5.46477,-9.66334,0.0318441,0.103559,-0.655106,0.172764,0.00322199,-0.00264834,0.000104559,5.9339,-11.9308,0.00551879,0.141649,-0.581655,0.17081,0.00256173,-0.0016846,0.00340038,5.80387,-14.3108,0.00305758,0.153758,-0.577401,0.161148,0.00334246,-0.00196026,0.00272081
112,6.39586,11.9093,0.0235077,0.0939164,-0.59018,0.249807,-0.00521154,0.00179917,0.00589796,6.25345,9.11487,0.0286938,0.107055,-0.597308,0.244429,-0.0037256,0.000711268,0.00658694,6.01631,5.79348,0.0339821,0.113583,-0.602503,0.234701,-0.00215688,-0.000398495,0.00678655,6.13039,2.61794,0.0460038,0.115935,-0.598521,0.227134,-0.00111106,-0.000983351,0.00650777,6.10264,-0.994138,0.0443328,0.119599,-0.594368,0.214773,-0.000187457,-0.00128771,0.00597365,6.06444,-3.90522,0.0373821,0.121953,-0.591857,0.201298,0.000477209,-0.00135156,0.00545362,5.83151,-6.92961,0.0364081,0.127818,-0.590088,0.188931,0.00123719,-0.00146352,0.00473149,-5.9561,-9.65892,0.033142,0.101813,-0.654983,0.172771,0.00322669,-0.00264428,-9.9205e-05,6.42114,-11.9359,0.00339828,0.142811,-0.576138,0.172177,0.00244679,-0.00161982,0.00350672,6.29399,-14.3129,0.00538512,0.155008,-0.572106,0.161626,0.00320148,-0.00188356,0.00281066
113,6.88254,11.9044,0.0227342,0.0909641,-0.58162,0.247105,-0.00525685,0.00189411,0.0057406,6.74003,9.10904,0.0279528,0.104845,-0.589023,0.242538,-0.00384027,0.000868466,0.0065022,6.501,5.78997,0.0298367,0.112556,-0.594742,0.233571,-0.00229824,-0.000220104,0.00679034,6.61615,2.61656,0.0437753,0.115243,-0.591755,0.226232,-0.00123998,-0.000829213,0.00657559,6.58647,-0.996614,0.0425936,0.119334,-0.587861,0.214686,-0.000296082,-0.00116907,0.00607657,6.5492,-3.90282,0.0361486,0.122003,-0.58568,0.201349,0.000376096,-0.00125087,0.00556707,6.31689,-6.93187,0.0347288,0.128224,-0.584025,0.189949,0.00114102,-0.00138012,0.00485136,-6.4475,-9.65441,0.0347956,0.100037,-0.654715,0.17269,0.00322768,-0.00263614,-0.000302972,6.90822,-11.9407,0.00166815,0.143871,-0.569997,0.173175,0.00232812,-0.00155502,0.00360913,6.78334,-14.3155,0.00596077,0.156271,-0.566806,0.162232,0.00305611,-0.00180254,0.00289697
114,7.36875,11.8997,0.021151,0.0880522,-0.573208,0.244827,-0.00526721,0.00195635,0.00559194,7.22608,9.10348,0.0264627,0.102475,-0.580709,0.240762,-0.00391792,0.000990717,0.00641137,6.986,5.78692,0.0279628,0.111254,-0.586688,0.232825,-0.00242021,-6.00874e-05,0.00678148,7.1015,2.61514,0.0412515,0.114546,-0.584671,0.225401,-0.00135219,-0.000689168,0.00662355,7.07039,-0.999415,0.0425043,0.118991,-0.580932,0.214432,-0.00039734,-0.00105667,0.00616408,7.03375,-3.90027,0.035262,0.122155,-0.578988,0.201545,0.000276656,-0.00115471,0.00566899,6.80219,-6.93424,0.034024,0.128658,-0.577621,0.190456,0.00104193,-0.00130045,0.00496333,-6.93972,-9.65023,0.034533,0.0982924,-0.654044,0.172496,0.00321802,-0.00261936,-0.000505983,7.39551,-11.9453,0.00161869,0.144932,-0.563844,0.173942,0.00220916,-0.00149047,0.00370771,7.27255,-14.3182,0.00652205,0.157595,-0.561459,0.162979,0.00291006,-0.00172168,0.00298187
115,7.85506,11.8944,0.0208067,0.0851917,-0.564785,0.242884,-0.00526324,0.00200255,0.00544998,7.71204,9.0979,0.0250734,0.10008,-0.572402,0.239049,-0.00398584,0.00110297,0.00631964,7.47112,5.78408,0.027067,0.109832,-0.578508,0.232244,-0.00253379,9.1989e-05,0.00676712,7.58679,2.61384,0.0389513,0.113874,-0.577442,0.224654,-0.00146048,-0.000553606,0.00666594,7.55422,-1.00242,0.0426682,0.118623,-0.57392,0.214068,-0.000497031,-0.000947512,0.00624564,7.51824,-3.89768,0.0347883,0.122286,-0.572049,0.201802,0.000177719,-0.00106185,0.00576558,7.28744,-6.93664,0.0334552,0.12908,-0.571134,0.190876,0.000942232,-0.00122194,0.00507295,-7.43218,-9.64612,0.033771,0.0965817,-0.65325,0.172321,0.00320505,-0.00260012,-0.000708827,7.88299,-11.9499,0.00314968,0.145994,-0.557677,0.174492,0.00208993,-0.00142617,0.00380268,7.76151,-14.3209,0.00705688,0.15903,-0.556029,0.163981,0.00276283,-0.00164115,0.00306423
116,8.34149,11.8883,0.0217583,0.0823846,-0.556351,0.241293,-0.0052443,0.00203199,0.00531504,8.19781,9.09229,0.023913,0.0976265,-0.564108,0.237477,-0.0040317,0.00119251,0.00622588,7.95626,5.7814,0.0277374,0.108374,-0.570584,0.231437,-0.00262452,0.000219827,0.00673905,8.07195,2.61281,0.0371588,0.11326,-0.569879,0.2241,-0.00155973,-0.000428384,0.0066957,8.03791,-1.00576,0.043236,0.118216,-0.566774,0.213525,-0.000594196,-0.000843595,0.00631761,8.00266,-3.89504,0.0349017,0.122391,-0.56478,0.202137,7.94645e-05,-0.000973417,0.00585508,7.77217,-6.93919,0.0321705,0.129284,-0.564497,0.191483,0.000842259,-0.00114828,0.00517348,-7.92535,-9.64198,0.0316178,0.0951464,-0.651969,0.172554,0.00317869,-0.00257236,-0.000910728,8.37022,-11.9544,0.00479637,0.14698,-0.55149,0.174543,0.00197006,-0.00136312,0.00389465,8.24989,-14.3231,0.00599957,0.160506,-0.55028,0.164778,0.00261583,-0.0015637,0.00314714
117,8.82742,11.8817,0.0217092,0.0797412,-0.547952,0.239716,-0.00520694,0.00204359,0.00519208,8.68338,9.08698,0.0227588,0.095271,-0.556016,0.236075,-0.0040636,0.00126689,0.00613258,8.44136,5.77875,0.0285807,0.106909,-0.562736,0.230554,-0.0027105,0.000341756,0.00670775,8.55732,2.61212,0.0370806,0.112538,-0.562232,0.223362,-0.00165332,-0.000311567,0.00671562,8.52108,-1.00875,0.0424745,0.117811,-0.559652,0.212923,-0.000687353,-0.000746071,0.00638,8.48665,-3.89256,0.0342588,0.122211,-0.557777,0.202564,-1.577e-05,-0.000891073,0.00593635,8.25678,-6.94157,0.0307816,0.129445,-0.557958,0.192135,0.000742861,-0.00107636,0.00527075,-8.41866,-9.63775,0.0294374,0.0937641,-0.650572,0.173046,0.00314804,-0.00254194,-0.0011113,8.85735,-11.9588,0.00640511,0.147941,-0.545295,0.174459,0.00184995,-0.00130052,0.0039857,8.73789,-14.325,0.00393315,0.162007,-0.544328,0.165445,0.00246897,-0.0014882,0.00323039
118,9.31315,11.8749,0.0213059,0.0771557,-0.539564,0.238144,-0.00516306,0.00204886,0.00507336,9.16879,9.08191,0.0216095,0.092994,-0.548087,0.234809,-0.0040843,0.00132911,0.00603965,8.92624,5.77615,0.029777,0.105422,-0.555151,0.229406,-0.00278187,0.000444456,0.00666629,9.04287,2.61167,0.0384041,0.111727,-0.554517,0.222474,-0.00174225,-0.000201635,0.00672749,9.00391,-1.01153,0.0409037,0.117408,-0.552545,0.212283,-0.00077807,-0.000652437,0.00643658,8.97044,-3.89018,0.033264,0.12189,-0.550904,0.203035,-0.000109504,-0.000811696,0.00601355,8.74108,-6.94361,0.0291708,0.129512,-0.551624,0.192883,0.000644701,-0.00100814,0.00536111,-8.91225,-9.63329,0.0272157,0.0924855,-0.648945,0.174054,0.00310889,-0.00250624,-0.00130913,9.34337,-11.9635,0.00481257,0.148806,-0.53899,0.175157,0.00172921,-0.00124215,0.0040766,9.2258,-14.3263,0.0027655,0.163229,-0.538057,0.166297,0.00233027,-0.00141843,0.00331542
119,9.79844,11.869,0.0205272,0.0745191,-0.531295,0.236688,-0.00509371,0.00203723,0.00496861,9.65409,9.07692,0.0212516,0.0908002,-0.539944,0.232874,-0.00408619,0.00137502,0.00595127,9.4107,5.7733,0.0298749,0.103873,-0.547547,0.228404,-0.00284554,0.000538537,0.0066228,9.52809,2.61141,0.039667,0.110692,-0.546805,0.221133,-0.00182142,-0.000104437,0.00673077,9.48582,-1.0139,0.0366896,0.117051,-0.545576,0.211543,-0.000860856,-0.000569483,0.00648382,9.45395,-3.88776,0.0324855,0.121385,-0.544343,0.203343,-0.00019833,-0.000741809,0.00608258,9.22507,-6.94553,0.0270848,0.129589,-0.545205,0.193807,0.000546568,-0.000943744,0.00544748,-9.40568,-9.6289,0.026362,0.091134,-0.647041,0.174701,0.00306421,-0.00246541,-0.00150212,9.82925,-11.9682,0.00307465,0.149663,-0.532573,0.175952,0.00160965,-0.00118444,0.00416757,9.71366,-14.3276,0.00177732,0.164359,-0.53168,0.167258,0.00219439,-0.0013495,0.00340084
120,10.2836,11.8634,0.0193542,0.0719348,-0.523087,0.235125,-0.00502154,0.00202185,0.00486636,10.1393,9.07194,0.021059,0.0886429,-0.531738,0.230768,-0.00408263,0.00141594,0.00586439,9.89461,5.77017,0.0285338,0.102244,-0.539917,0.227593,-0.00289914,0.000621315,0.00657666,10.0132,2.61118,0.0408442,0.109592,-0.539095,0.219683,-0.00189731,-1.11631e-05,0.00673163,9.96761,-1.0162,0.0322935,0.116697,-0.538573,0.210814,-0.000940907,-0.000489428,0.00652909,9.93738,-3.8854,0.0317273,0.12092,-0.537767,0.203528,-0.000284954,-0.000674439,0.00615037,9.70883,-6.94737,0.0246305,0.129674,-0.538718,0.194868,0.000448451,-0.000882309,0.00553078,-9.89902,-9.62457,0.0264992,0.08973,-0.644937,0.175087,0.00301554,-0.00242087,-0.00169163,10.3148,-11.9729,0.000944667,0.150498,-0.525844,0.177013,0.00149338,-0.00112854,0.00425876,10.2013,-14.3292,0.00109326,0.165128,-0.524901,0.168778,0.0020698,-0.00128047,0.00348726
121,10.7681,11.8588,0.0169292,0.0695189,-0.515069,0.233219,-0.00494138,0.00199513,0.00477159,10.6241,9.06662,0.020352,0.0867746,-0.523333,0.228518,-0.00406348,0.00143849,0.00578444,10.3783,5.76662,0.027484,0.100782,-0.532069,0.226504,-0.00293945,0.000690765,0.00653131,10.4976,2.61085,0.0404255,0.108331,-0.531389,0.218328,-0.00195623,6.72283e-05,0.00672866,10.4496,-1.0183,0.0301352,0.11629,-0.53108,0.210339,-0.00100786,-0.000419989,0.0065703,10.4205,-3.88334,0.0308902,0.120785,-0.530937,0.203117,-0.000362166,-0.000616073,0.00621588,10.1925,-6.95002,0.0230166,0.129905,-0.53213,0.195538,0.000355476,-0.000827593,0.00561291,-10.3927,-9.62079,0.0266254,0.0883091,-0.642267,0.175096,0.00296147,-0.00237014,-0.00187484,10.8004,-11.9775,0.000224999,0.151311,-0.518811,0.178119,0.00138147,-0.00107415,0.0043479,10.6888,-14.3313,0.000594773,0.165879,-0.517971,0.170264,0.00194842,-0.0012123,0.00357195
122,11.2527,11.8539,0.0152105,0.0671666,-0.507132,0.23105,-0.00486201,0.00196418,0.00468115,11.1088,9.0613,0.0196043,0.0849175,-0.514942,0.226466,-0.00404096,0.00145622,0.00570575,10.862,5.7629,0.026574,0.0994011,-0.524116,0.225281,-0.00297341,0.000753849,0.00648633,10.9818,2.61041,0.0394682,0.10704,-0.523638,0.217151,-0.00200903,0.000141016,0.00672406,10.9319,-1.02048,0.0296686,0.1158,-0.523495,0.209853,-0.0010687,-0.000355061,0.00660999,10.9035,-3.88135,0.030299,0.120695,-0.523924,0.202562,-0.000432969,-0.000562382,0.00628036,10.6761,-6.95291,0.021617,0.130163,-0.525509,0.196091,0.00026443,-0.000774905,0.00569466,-10.8864,-9.61716,0.0268084,0.0868853,-0.639467,0.175018,0.00290569,-0.00231764,-0.00205628,11.2862,-11.9821,0.000800894,0.152105,-0.511494,0.179269,0.0012736,-0.00102114,0.00443514,11.1761,-14.3342,0.000405344,0.166597,-0.510797,0.171696,0.00183226,-0.00114555,0.00365388
123,11.7372,11.8487,0.0142312,0.0648808,-0.49928,0.228605,-0.00478347,0.00192881,0.00459525,11.5932,9.05597,0.0187619,0.0830858,-0.506587,0.224871,-0.00401061,0.00146279,0.00562999,11.3459,5.75949,0.0282926,0.0979336,-0.515992,0.223455,-0.00298874,0.000800227,0.00643943,11.4654,2.60965,0.0371907,0.105677,-0.515781,0.216412,-0.00204683,0.00020353,0.00671559,11.4146,-1.02278,0.032509,0.115148,-0.515734,0.209346,-0.00111764,-0.000298943,0.00664674,11.3864,-3.87942,0.0300866,0.120673,-0.516631,0.201781,-0.00049395,-0.000515896,0.00634329,11.1594,-6.95635,0.0204898,0.130281,-0.518721,0.196174,0.000186397,-0.000730075,0.0057743,-11.3804,-9.61381,0.0276268,0.0854745,-0.636509,0.17483,0.00284255,-0.00225943,-0.00223134,11.7719,-11.9869,0.00200247,0.152671,-0.503993,0.180047,0.00117214,-0.000969912,0.00451758,11.663,-14.3372,-0.000272148,0.167365,-0.503375,0.173128,0.00172091,-0.00108079,0.00373313
124,12.2216,11.8435,0.0137534,0.0626213,-0.491402,0.226649,-0.00469925,0.00188927,0.00451314,12.0775,9.05062,0.0183412,0.0810989,-0.498601,0.223839,-0.00397228,0.00146157,0.00555454,11.8298,5.75621,0.0305201,0.0964313,-0.507809,0.221568,-0.00299954,0.000842248,0.00639155,11.949,2.60863,0.036045,0.104377,-0.507795,0.215996,-0.0020754,0.000257371,0.00670293,11.8971,-1.02498,0.0349217,0.114438,-0.507999,0.208894,-0.0011576,-0.000250294,0.00667885,11.8689,-3.87757,0.0294764,0.120549,-0.509133,0.201289,-0.000545474,-0.000476401,0.00640144,11.6427,-6.95953,0.0198266,0.130289,-0.511734,0.196216,0.000112246,-0.00068745,0.00585183,-11.8745,-9.61028,0.0281261,0.0841102,-0.633329,0.174681,0.00277594,-0.00219931,-0.00240375,12.2574,-11.9918,0.00335407,0.153162,-0.496436,0.180718,0.00107261,-0.000919291,0.00459851,12.1498,-14.3402,-0.00122255,0.168163,-0.495813,0.174561,0.00161228,-0.00101715,0.00381085
