"L0",,,,,,,,,,"L1",,,,,,,,,"L2",,,,,,,,,"L3",,,,,,,,,"L4",,,,,,,,,"L5",,,,,,,,,"L6",,,,,,,,,"L7",,,,,,,,,"L8",,,,,,,,,"L9",,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange"
50,-24.2198,12.2483,-0.00743941,0.164688,-0.475367,0.226361,-0.00449593,0.00183285,-0.00385721,-24.3526,9.46293,0.00130655,0.144431,-0.477899,0.225579,-0.00385685,0.00150048,-0.00486373,-24.5203,5.9892,0.0243095,0.125108,-0.480963,0.221392,-0.00296641,0.000976203,-0.0057637,-24.4441,2.6699,0.0281216,0.112166,-0.483464,0.215163,-0.00209378,0.000416722,-0.00621589,-24.3388,-0.847577,0.0378566,0.09972,-0.485805,0.20927,-0.00122682,-8.44213e-05,-0.00634316,-24.4303,-4.0587,0.0256891,0.0880766,-0.483678,0.203923,-0.000552462,-0.00033502,-0.00620868,-24.7101,-6.78306,0.0213874,0.0774083,-0.478787,0.196606,-5.51283e-05,-0.000467408,-0.00588001,24.1199,-9.92337,0.00158135,0.141113,-0.285041,0.2177,0.000629236,-0.00176039,0.0067773,-24.229,-11.6608,0.00482917,0.0539745,-0.484497,0.182028,0.00107201,-0.000786642,-0.00456381,-24.4714,-14.1789,-0.00237764,0.0341664,-0.478655,0.175089,0.0016871,-0.00087094,-0.00369354
51,-23.7188,12.2427,-0.00560605,0.162246,-0.483488,0.227805,-0.00459184,0.00187552,-0.00392049,-23.8517,9.45748,0.00339392,0.142091,-0.486325,0.225419,-0.00391427,0.00151978,-0.00492882,-24.0211,5.98622,0.024271,0.123474,-0.489196,0.222103,-0.00298535,0.000968682,-0.00581296,-23.9437,2.66911,0.0303478,0.110812,-0.491615,0.21496,-0.00208785,0.000395587,-0.00623937,-23.8407,-0.84981,0.0388704,0.0992711,-0.494126,0.209372,-0.00120523,-0.000105574,-0.00633535,-23.9313,-4.05607,0.0272499,0.087595,-0.492187,0.203828,-0.000515114,-0.000356334,-0.0061709,-24.2104,-6.78524,0.0230413,0.0770715,-0.487177,0.195827,-6.73377e-07,-0.000491606,-0.00582153,23.6411,-9.91887,0.00230632,0.141031,-0.293849,0.216458,0.000508252,-0.00160592,0.00674801,-23.727,-11.6649,0.00751188,0.0541854,-0.49232,0.180723,0.00116922,-0.000835332,-0.00449371,-23.9679,-14.1808,-0.00122092,0.035269,-0.486446,0.174069,0.0018234,-0.000943464,-0.00363013
52,-23.2179,12.2372,-0.00327614,0.159789,-0.491656,0.229277,-0.00468445,0.00191471,-0.00398652,-23.3509,9.45216,0.00554162,0.139761,-0.494741,0.225345,-0.00396934,0.00153528,-0.00499485,-23.5221,5.98329,0.0240012,0.121903,-0.49743,0.222762,-0.00300205,0.000958056,-0.00586167,-23.4433,2.66818,0.0327272,0.109601,-0.499732,0.215263,-0.00207825,0.00036889,-0.00625999,-23.3433,-0.851987,0.0390086,0.0986033,-0.502572,0.209331,-0.00117708,-0.000136324,-0.00632029,-23.4322,-4.05317,0.0297018,0.0874315,-0.500369,0.20305,-0.000472306,-0.000387417,-0.00612616,-23.7107,-6.78754,0.0249557,0.0768272,-0.495466,0.194957,5.53574e-05,-0.000519445,-0.00576075,23.1621,-9.91436,0.00282424,0.140919,-0.302711,0.215157,0.00039371,-0.00145746,0.00671615,-23.2254,-11.6687,0.00968108,0.0544569,-0.499969,0.179455,0.00126644,-0.000886906,-0.00442376,-23.4649,-14.1825,-0.000408997,0.0364573,-0.49358,0.173096,0.00195769,-0.00102049,-0.00357131
53,-22.717,12.232,-0.000442392,0.157315,-0.49987,0.230778,-0.00477372,0.00195036,-0.00405533,-22.8504,9.44706,0.007805,0.137453,-0.503139,0.225435,-0.0040199,0.00154348,-0.0050627,-23.0236,5.98056,0.0231654,0.120629,-0.505604,0.223194,-0.00301213,0.000935682,-0.00590852,-22.9432,2.66701,0.0353081,0.108578,-0.507805,0.216232,-0.00206376,0.000334819,-0.00627684,-22.846,-0.854151,0.0388979,0.0978696,-0.511048,0.20926,-0.00114695,-0.000170027,-0.00630298,-22.9332,-4.05018,0.0324709,0.0873765,-0.50844,0.202042,-0.000427642,-0.000421883,-0.00607907,-23.2112,-6.7902,0.0274686,0.0767945,-0.503518,0.193877,0.000115002,-0.000555637,-0.0056947,22.6827,-9.90974,0.00266603,0.140688,-0.311762,0.213667,0.000299679,-0.00132791,0.00667672,-22.7243,-11.6727,0.011046,0.0549214,-0.507408,0.178247,0.00136379,-0.000941577,-0.00435359,-22.962,-14.1842,0.000738989,0.0375801,-0.500738,0.172088,0.00208767,-0.00109894,-0.00351428
54,-22.2166,12.2265,0.00183152,0.154768,-0.50794,0.232388,-0.00485605,0.0019799,-0.00412977,-22.3504,9.44165,0.00886725,0.13542,-0.511282,0.226876,-0.00406133,0.00154399,-0.00513256,-22.5249,5.97759,0.023596,0.119362,-0.513799,0.223641,-0.00301611,0.000907574,-0.0059543,-22.4437,2.66625,0.0363971,0.1073,-0.515844,0.217864,-0.00204154,0.000291158,-0.00628791,-22.3491,-0.856347,0.038805,0.096923,-0.51932,0.209736,-0.00110934,-0.00021646,-0.00627485,-22.435,-4.04731,0.0338854,0.087467,-0.51646,0.201209,-0.000376515,-0.000468557,-0.00602227,-22.712,-6.79273,0.0294057,0.0769052,-0.511452,0.1926,0.000178626,-0.000597376,-0.00562444,22.2032,-9.90526,0.0026867,0.140505,-0.321089,0.211895,0.000217651,-0.00120866,0.00663312,-22.2234,-11.6766,0.0121296,0.0554542,-0.514774,0.177059,0.0014612,-0.000997363,-0.00428337,-22.4591,-14.1858,0.00243897,0.0385926,-0.507936,0.171017,0.00221042,-0.0011797,-0.00346021
55,-21.7163,12.2209,0.00391566,0.152196,-0.515962,0.234035,-0.00493603,0.00200735,-0.00420613,-21.8509,9.43601,0.00910057,0.133578,-0.51925,0.22925,-0.00409645,0.00153919,-0.00520382,-22.0258,5.97423,0.026079,0.118106,-0.522027,0.224108,-0.00301021,0.000870155,-0.00599835,-21.9446,2.66568,0.0367715,0.105902,-0.523867,0.219809,-0.00201563,0.000242916,-0.00629628,-21.8523,-0.858755,0.0388525,0.0960126,-0.527422,0.210373,-0.00106856,-0.000266305,-0.00624405,-21.9369,-4.04459,0.0353972,0.0875565,-0.5244,0.200559,-0.000323422,-0.000517917,-0.00596358,-22.2131,-6.79516,0.030867,0.0771347,-0.519288,0.19116,0.000245545,-0.000643704,-0.00555069,21.7236,-9.90092,0.00292022,0.140377,-0.330736,0.209794,0.000149483,-0.00110129,0.00658467,-21.7236,-11.6812,0.0111939,0.0561634,-0.521747,0.176332,0.00155942,-0.00105569,-0.00421088,-21.9567,-14.1877,0.00363315,0.0396376,-0.515055,0.170163,0.00232527,-0.00126115,-0.00340663
56,-21.2166,12.2152,0.00556011,0.149344,-0.524022,0.23589,-0.00500581,0.00202551,-0.0042952,-21.3518,9.42977,0.00918699,0.131875,-0.527143,0.231789,-0.00411648,0.00152152,-0.00527972,-21.5275,5.97069,0.0270295,0.116681,-0.530057,0.225375,-0.00299125,0.000821741,-0.00604001,-21.4455,2.66509,0.038334,0.104403,-0.531943,0.220911,-0.00197324,0.000179882,-0.00629562,-21.3556,-0.861771,0.0393065,0.0952064,-0.535035,0.211475,-0.00101868,-0.000325964,-0.00620558,-21.439,-4.04237,0.0372908,0.0876374,-0.532069,0.200512,-0.000263809,-0.000575811,-0.00589874,-21.7149,-6.79751,0.0311202,0.0775649,-0.526739,0.190443,0.000318787,-0.000696571,-0.00547204,21.2435,-9.8966,0.00266582,0.140408,-0.34046,0.207645,9.97479e-05,-0.00100836,0.00652835,-21.2237,-11.6859,0.0103998,0.0568704,-0.528735,0.175568,0.00165756,-0.00111437,-0.00413711,-21.4545,-14.1899,0.00454369,0.0407013,-0.522129,0.169431,0.00243556,-0.00134304,-0.00335336
57,-20.717,12.2095,0.00708882,0.146465,-0.532155,0.237789,-0.00507145,0.00204055,-0.0043879,-20.8527,9.42341,0.00927117,0.13013,-0.535063,0.234327,-0.00413196,0.00149967,-0.00535704,-21.0295,5.96702,0.0270661,0.115157,-0.537967,0.227118,-0.0029645,0.000766768,-0.00608026,-20.9465,2.66445,0.040144,0.102918,-0.540054,0.221795,-0.00192576,0.000112884,-0.00629258,-20.8592,-0.86482,0.0396573,0.0944918,-0.542437,0.212407,-0.000960202,-0.00039179,-0.00616241,-20.9413,-4.03993,0.0390671,0.0875949,-0.539463,0.200459,-0.000199445,-0.00063847,-0.00583094,-21.2169,-6.79987,0.0310939,0.0780379,-0.534075,0.189949,0.000393891,-0.000751438,-0.0053919,20.7634,-9.89232,0.00220903,0.140504,-0.350216,0.205475,5.74772e-05,-0.000921281,0.00646888,-20.7241,-11.6908,0.0101098,0.057562,-0.535782,0.174668,0.00175531,-0.00117398,-0.00405927,-20.953,-14.1924,0.00422928,0.0419496,-0.529191,0.168315,0.00253994,-0.00142269,-0.00329635
58,-20.2178,12.204,0.00826519,0.143506,-0.540512,0.239818,-0.00512449,0.00204608,-0.0044916,-20.354,9.41715,0.00961878,0.127691,-0.543393,0.236531,-0.00413053,0.00146023,-0.00543988,-20.5315,5.96383,0.0284124,0.11327,-0.545964,0.228311,-0.00291938,0.000694161,-0.0061169,-20.4475,2.66365,0.0426882,0.101545,-0.548311,0.221967,-0.00186012,3.2502e-05,-0.00628129,-20.363,-0.867889,0.0399028,0.0938699,-0.549627,0.213168,-0.000893029,-0.000463857,-0.0061145,-20.4438,-4.03727,0.0407165,0.0874125,-0.546545,0.200398,-0.000129622,-0.000706575,-0.00575974,-20.719,-6.80222,0.0321532,0.0782299,-0.541019,0.190307,0.000474062,-0.000813877,-0.00530666,20.2829,-9.8882,0.00190466,0.140603,-0.359553,0.203549,3.09367e-05,-0.000852035,0.00640339,-20.2239,-11.6953,0.0122211,0.0582238,-0.542811,0.17371,0.00185394,-0.00123421,-0.00397787,-20.4517,-14.1949,0.00362354,0.0432294,-0.536192,0.167109,0.00264364,-0.00150124,-0.00323778
59,-19.7193,12.1987,0.00798704,0.140606,-0.548929,0.241973,-0.00517083,0.00204337,-0.00460218,-19.8553,9.41112,0.0101221,0.125204,-0.551766,0.238613,-0.00412288,0.00141306,-0.0055245,-20.0336,5.96074,0.0296645,0.111334,-0.553959,0.229424,-0.00286911,0.000616393,-0.00615275,-19.9489,2.66276,0.0445867,0.100482,-0.556486,0.222012,-0.00178531,-5.47939e-05,-0.00626684,-19.867,-0.87063,0.0404487,0.0932446,-0.556862,0.213378,-0.000810817,-0.000544536,-0.00605846,-19.9469,-4.03431,0.041547,0.0871539,-0.553366,0.200025,-4.97612e-05,-0.000781054,-0.00568154,-20.221,-6.80447,0.0336857,0.078345,-0.54789,0.190705,0.000556337,-0.000878448,-0.00521923,19.8024,-9.88408,0.00175896,0.140694,-0.368763,0.201804,7.18578e-06,-0.000787438,0.00633764,-19.7232,-11.6996,0.0168186,0.0588549,-0.549821,0.172691,0.00195348,-0.00129508,-0.00389276,-19.9509,-14.1966,0.00220166,0.0445556,-0.542841,0.165661,0.00274753,-0.00157468,-0.00317274
60,-19.2213,12.1935,0.00622558,0.137766,-0.557405,0.244259,-0.00521036,0.00203226,-0.00471977,-19.3568,9.40552,0.0109296,0.122625,-0.560219,0.240458,-0.00410307,0.00135081,-0.00561258,-19.5368,5.95782,0.0286841,0.109426,-0.561847,0.230545,-0.00280005,0.000518977,-0.00618649,-19.4508,2.66179,0.0455972,0.0998541,-0.564546,0.221884,-0.00169763,-0.000151787,-0.00624795,-19.3711,-0.873248,0.0411025,0.0926179,-0.564115,0.213391,-0.000723208,-0.000628309,-0.00599951,-19.4501,-4.03123,0.042041,0.0868634,-0.560081,0.199523,3.42466e-05,-0.000858178,-0.00560049,-19.7229,-6.80641,0.0364453,0.0782611,-0.554568,0.191207,0.000644058,-0.000948549,-0.00512618,19.3217,-9.87997,0.00225715,0.140746,-0.377555,0.200724,-8.18279e-06,-0.000738031,0.00627163,-19.2233,-11.7037,0.0199041,0.0595542,-0.556494,0.171956,0.00205418,-0.00135705,-0.00380251,-19.4505,-14.1986,0.000224466,0.0459028,-0.549375,0.164234,0.00285093,-0.00164594,-0.00310475
61,-18.7233,12.1883,0.00585346,0.134951,-0.565712,0.246281,-0.00523584,0.00200405,-0.00484824,-18.8585,9.40013,0.0118479,0.120068,-0.568747,0.242125,-0.00406827,0.00127328,-0.0057031,-19.04,5.95488,0.0280328,0.107609,-0.56965,0.23169,-0.00272224,0.000413287,-0.00621851,-18.9532,2.66096,0.0460859,0.0994804,-0.572118,0.222358,-0.00159753,-0.000260981,-0.00622225,-18.8758,-0.875229,0.041047,0.0920007,-0.571319,0.212933,-0.000621189,-0.000725277,-0.00592714,-18.9542,-4.02836,0.0410052,0.0866688,-0.566804,0.199123,0.000127796,-0.000943505,-0.00550723,-19.2254,-6.80839,0.0380379,0.0783119,-0.561122,0.191436,0.000735003,-0.00102183,-0.00502781,18.8409,-9.87582,0.00321209,0.140733,-0.386233,0.199822,-1.83514e-05,-0.000696751,0.00620656,-18.7236,-11.7078,0.0224581,0.0602775,-0.56305,0.17132,0.00215528,-0.0014194,-0.0037105,-18.9506,-14.2007,-0.00256,0.0472805,-0.555739,0.16284,0.00295358,-0.00171393,-0.00303241
62,-18.2252,12.1832,0.00595626,0.132146,-0.573961,0.248215,-0.00525653,0.00196999,-0.00498044,-18.3603,9.39486,0.0128441,0.117525,-0.577325,0.243666,-0.00402295,0.00118502,-0.00579532,-18.5432,5.95191,0.0279654,0.105955,-0.577304,0.232878,-0.00262887,0.000292864,-0.00624742,-18.4557,2.66023,0.0463123,0.0992351,-0.579442,0.223137,-0.00149111,-0.000376393,-0.00619314,-18.3804,-0.877107,0.0415407,0.0914635,-0.578477,0.212542,-0.000517153,-0.000825332,-0.00585033,-18.4585,-4.0256,0.039804,0.0865036,-0.573539,0.198879,0.000222417,-0.00103067,-0.00541056,-18.7284,-6.81039,0.0385632,0.0784863,-0.56756,0.191415,0.0008289,-0.00109802,-0.0049246,18.3601,-9.87164,0.00474952,0.14064,-0.394773,0.199136,-2.21357e-05,-0.000665421,0.00614258,-18.2255,-11.7125,0.0207369,0.0613685,-0.568808,0.170627,0.00225568,-0.00148367,-0.00361278,-18.4504,-14.2031,-0.00355107,0.0487227,-0.56182,0.161461,0.00305267,-0.00177987,-0.0029556
63,-17.7275,12.1778,0.00619273,0.129142,-0.581899,0.249907,-0.00524303,0.0019102,-0.00512786,-17.8626,9.38946,0.0135671,0.115168,-0.585592,0.245223,-0.00394938,0.00107208,-0.00588783,-18.0464,5.94872,0.0290443,0.104579,-0.58496,0.234197,-0.00252001,0.000157327,-0.00626821,-17.9586,2.65974,0.0465523,0.0989214,-0.586462,0.224638,-0.00137035,-0.000508881,-0.00614601,-17.8847,-0.878671,0.0441268,0.0912213,-0.585469,0.212438,-0.000407066,-0.000935479,-0.00575843,-17.9631,-4.02328,0.0382047,0.0864456,-0.580313,0.199276,0.000319374,-0.00112368,-0.005302,-18.2321,-6.81285,0.0378101,0.0789988,-0.573657,0.191012,0.000923632,-0.00117771,-0.00481369,17.8792,-9.86737,0.00670134,0.140655,-0.403417,0.19837,-1.46625e-05,-0.000644555,0.00607961,-17.7275,-11.7173,0.0192102,0.0625295,-0.574506,0.169823,0.00235624,-0.00154814,-0.00351392,-17.95,-14.2054,-0.00360767,0.0501986,-0.567754,0.160091,0.0031499,-0.00184473,-0.0028765
64,-17.2298,12.1724,0.00679366,0.126199,-0.589986,0.251695,-0.0052193,0.00184102,-0.00527864,-17.365,9.38399,0.0141513,0.112826,-0.593801,0.246764,-0.00386721,0.000951092,-0.00597996,-17.5495,5.94541,0.0308707,0.103385,-0.592619,0.235601,-0.00240104,1.19126e-05,-0.00628371,-17.4615,2.65923,0.0469113,0.0984643,-0.593447,0.226101,-0.00124605,-0.000646033,-0.00609344,-17.3892,-0.880396,0.0463904,0.0910641,-0.592344,0.212301,-0.00029398,-0.0010503,-0.00565702,-17.4677,-4.02099,0.0376088,0.0864169,-0.586824,0.19983,0.000417564,-0.00121843,-0.00518684,-17.736,-6.81544,0.0366544,0.0796153,-0.579648,0.190495,0.00101862,-0.00125847,-0.00470035,17.3981,-9.86305,0.00884578,0.140718,-0.412105,0.197569,-2.32654e-06,-0.000628222,0.0060171,-17.2295,-11.7222,0.0184389,0.0638992,-0.58004,0.168677,0.00245729,-0.00161318,-0.00341161,-17.4491,-14.2078,-0.000365848,0.0519164,-0.573413,0.159249,0.00324807,-0.00190621,-0.00279206
65,-16.732,12.1668,0.0085219,0.123445,-0.598538,0.253778,-0.00516454,0.00174319,-0.0054395,-16.868,9.37816,0.0138269,0.110269,-0.602039,0.24809,-0.00375209,0.000795864,-0.00606751,-17.0531,5.94239,0.0321041,0.102372,-0.600318,0.23731,-0.00226199,-0.000157994,-0.0062829,-16.9646,2.65834,0.0478933,0.0972705,-0.60041,0.22697,-0.00111038,-0.00079912,-0.00602075,-16.8941,-0.882317,0.0482633,0.0910101,-0.599076,0.212125,-0.000177271,-0.00117078,-0.00554412,-16.9721,-4.01878,0.0383195,0.0864259,-0.592988,0.200592,0.000517381,-0.00131546,-0.00506298,-17.2406,-6.81807,0.0342959,0.0802365,-0.585618,0.19041,0.00111378,-0.00134089,-0.00457766,16.9166,-9.85847,0.0101467,0.141087,-0.420721,0.196758,2.44319e-05,-0.000622556,0.00595119,-16.7315,-11.7269,0.0187116,0.0652452,-0.585374,0.167778,0.0025595,-0.00167828,-0.00330545,-16.9481,-14.2101,0.00367653,0.0536383,-0.578957,0.158495,0.00334793,-0.0019667,-0.00270555
66,-16.2345,12.1611,0.01008,0.120677,-0.607095,0.255698,-0.0050846,0.00161999,-0.0056047,-16.371,9.37235,0.0137823,0.107886,-0.610272,0.249624,-0.00362324,0.000626188,-0.00615147,-16.5569,5.93942,0.0331699,0.101397,-0.608011,0.239051,-0.002117,-0.00033499,-0.00627717,-16.4679,2.65748,0.0488251,0.096102,-0.607193,0.227407,-0.000968981,-0.000959052,-0.00593945,-16.3996,-0.884822,0.049185,0.0909765,-0.605516,0.21185,-5.52603e-05,-0.00129679,-0.00541952,-16.4765,-4.01673,0.0398734,0.0864921,-0.598914,0.201037,0.000619213,-0.00141331,-0.00493013,-16.7452,-6.8207,0.0325399,0.0808559,-0.591579,0.190343,0.0012088,-0.00142308,-0.0044524,16.4349,-9.85376,0.0111562,0.141486,-0.429335,0.19599,5.42237e-05,-0.000619336,0.00588368,-16.2333,-11.7316,0.0200751,0.0665666,-0.590506,0.167132,0.00266287,-0.0017434,-0.00319537,-16.4467,-14.2115,0.010056,0.0552694,-0.584074,0.157929,0.0034556,-0.00202398,-0.00261127
67,-15.7373,12.1553,0.0114635,0.117894,-0.615658,0.257451,-0.00497894,0.00147087,-0.00577434,-15.8742,9.36662,0.014294,0.105845,-0.618492,0.251571,-0.00346714,0.0004278,-0.00622829,-16.0612,5.93648,0.0336087,0.100492,-0.615567,0.240593,-0.0019491,-0.000538377,-0.00625142,-15.9714,2.65666,0.0496841,0.09497,-0.61371,0.227202,-0.000819035,-0.00112915,-0.00584531,-15.9053,-0.887588,0.0496825,0.090952,-0.611826,0.21153,6.91177e-05,-0.00142528,-0.0052897,-15.981,-4.01475,0.0418318,0.0865859,-0.604722,0.201331,0.000722057,-0.00151159,-0.00479291,-16.2495,-6.82333,0.0325607,0.0814691,-0.597516,0.190325,0.00130341,-0.00150459,-0.00431958,15.9527,-9.84855,0.0111418,0.141922,-0.437964,0.195419,9.35295e-05,-0.000624003,0.00581014,-15.7352,-11.7359,0.0224592,0.0678951,-0.595561,0.166861,0.00276351,-0.00180824,-0.00307724,-15.946,-14.2131,0.0148031,0.0569446,-0.589045,0.157193,0.00356433,-0.00207908,-0.0025121
68,-15.2403,12.1498,0.0129996,0.115288,-0.624406,0.259391,-0.00482009,0.00127381,-0.0059476,-15.3773,9.361,0.0158225,0.104215,-0.626749,0.253814,-0.00328085,0.000200806,-0.00629535,-15.5657,5.93344,0.0336101,0.099586,-0.623048,0.241927,-0.00177137,-0.000751549,-0.00621687,-15.4755,2.65595,0.0495228,0.094272,-0.620092,0.227368,-0.000659609,-0.00130848,-0.00573655,-15.4117,-0.89026,0.0490519,0.0910593,-0.617469,0.211898,0.000199105,-0.0015591,-0.00514439,-15.4861,-4.01221,0.0425822,0.086778,-0.610167,0.200916,0.000825649,-0.00161107,-0.00464327,-15.7541,-6.82588,0.0323097,0.0821312,-0.60334,0.190404,0.00139649,-0.0015861,-0.00418084,15.4704,-9.84352,0.0114994,0.142152,-0.446411,0.195098,0.000138451,-0.000632516,0.00573481,-15.237,-11.74,0.0252055,0.0692267,-0.60059,0.166715,0.00286323,-0.00187297,-0.00295638,-15.4461,-14.215,0.0173662,0.0586785,-0.59382,0.156231,0.00367449,-0.00213126,-0.0024064
69,-14.7433,12.1443,0.0145872,0.112743,-0.633218,0.261395,-0.00464298,0.0010603,-0.00612214,-14.8804,9.35546,0.0180766,0.102877,-0.635032,0.256269,-0.00307304,-4.65973e-05,-0.00635543,-15.0708,5.93022,0.0327551,0.0986778,-0.63038,0.242854,-0.00157444,-0.000983833,-0.00616506,-14.9799,2.65528,0.0488066,0.0938067,-0.626404,0.227734,-0.000495006,-0.00149286,-0.00561992,-14.9181,-0.892872,0.0484581,0.0911978,-0.623031,0.212435,0.000330016,-0.00169386,-0.00499464,-14.9914,-4.00963,0.0429744,0.0870255,-0.615527,0.200463,0.000929551,-0.00171088,-0.00449008,-15.259,-6.82832,0.0317839,0.0828424,-0.60905,0.190579,0.001488,-0.00166761,-0.00403608,14.9881,-9.83869,0.0123437,0.142115,-0.454623,0.195098,0.000190676,-0.000646038,0.00565715,-14.7402,-11.7444,0.0244642,0.0704397,-0.605336,0.166329,0.00295457,-0.00193876,-0.00282815,-14.9464,-14.2169,0.0199907,0.0604397,-0.598423,0.154806,0.00377833,-0.00218531,-0.00229655
70,-14.2467,12.1391,0.0165365,0.109607,-0.642106,0.263595,-0.00438118,0.000766631,-0.00628382,-14.3838,9.35003,0.0201357,0.101397,-0.643227,0.258256,-0.00281679,-0.000338393,-0.00638809,-14.5757,5.92692,0.0331417,0.097949,-0.637503,0.243699,-0.00136035,-0.00123153,-0.00609245,-14.4843,2.65461,0.0492261,0.0937601,-0.632598,0.229029,-0.00032046,-0.00168691,-0.00547916,-14.4248,-0.895316,0.0484504,0.0914407,-0.628441,0.213547,0.000463373,-0.00183116,-0.00482871,-14.4975,-4.00712,0.0420739,0.0875286,-0.620605,0.200123,0.00103447,-0.00181147,-0.00432396,-14.764,-6.83063,0.0318819,0.0836436,-0.61409,0.190737,0.00157846,-0.00174926,-0.00388242,14.5053,-9.83459,0.0128406,0.141883,-0.462662,0.195028,0.000252902,-0.000665662,0.00558077,-14.2436,-11.7489,0.0233742,0.0717114,-0.609946,0.165798,0.00304461,-0.00200434,-0.00269845,-14.4469,-14.2189,0.0226505,0.0622138,-0.602948,0.153168,0.00387927,-0.00224021,-0.00218479
71,-13.7502,12.1338,0.0182413,0.106592,-0.651054,0.266042,-0.00409809,0.000449884,-0.00643547,-13.8874,9.34462,0.0220876,0.0998792,-0.651351,0.260138,-0.00254666,-0.000643511,-0.00641117,-14.0806,5.92355,0.0344149,0.0973481,-0.644476,0.244485,-0.00113396,-0.00149029,-0.00600497,-13.9888,2.65386,0.0496287,0.0937807,-0.63878,0.230418,-0.000143998,-0.00188303,-0.00533112,-13.9315,-0.897608,0.0484521,0.0917023,-0.633735,0.214735,0.000596783,-0.00196891,-0.00465381,-14.0037,-4.0045,0.041098,0.0881087,-0.625601,0.200085,0.00114001,-0.00191179,-0.00415116,-14.269,-6.83288,0.0321988,0.0844763,-0.618894,0.190888,0.00166854,-0.00183094,-0.00372564,14.0225,-9.83082,0.0131747,0.141558,-0.470621,0.194925,0.000319754,-0.000688119,0.005505,-13.7477,-11.7538,0.0212259,0.0731583,-0.614148,0.164837,0.00313074,-0.00206932,-0.00256421,-13.9493,-14.2213,0.0198211,0.0641911,-0.607007,0.152199,0.00397068,-0.00229325,-0.00207165
72,-13.2543,12.1282,0.0191829,0.10396,-0.660188,0.269253,-0.00375052,6.3023e-05,-0.00655615,-13.3916,9.33906,0.0232723,0.0982626,-0.658889,0.261899,-0.00222971,-0.000998148,-0.00638854,-13.5859,5.92041,0.0351084,0.0967777,-0.65128,0.246047,-0.000890484,-0.00176577,-0.0058809,-13.4939,2.65277,0.0491258,0.0939139,-0.64497,0.231696,3.66121e-05,-0.0020843,-0.00515582,-13.4385,-0.89968,0.048468,0.0919908,-0.638861,0.216036,0.000730266,-0.00210728,-0.0044659,-13.5101,-4.00169,0.0400099,0.0888079,-0.630467,0.200503,0.00124643,-0.00201165,-0.00396819,-13.7743,-6.83481,0.0326931,0.0852038,-0.623503,0.190558,0.00176008,-0.0019115,-0.00355625,13.539,-9.8275,0.0124101,0.141474,-0.478532,0.193556,0.000396402,-0.000718924,0.00543154,-13.2517,-11.7585,0.019755,0.0747394,-0.618026,0.164058,0.00321496,-0.00213174,-0.00242743,-13.4519,-14.2238,0.0167095,0.0661816,-0.610951,0.151527,0.0040606,-0.00234421,-0.00195813
73,-12.7588,12.1226,0.0193046,0.101142,-0.669352,0.272638,-0.00335959,-0.000370111,-0.00664196,-12.8959,9.3335,0.0243212,0.0968759,-0.666296,0.263833,-0.00189893,-0.00136853,-0.00634509,-13.0914,5.91733,0.0356775,0.096226,-0.658026,0.247781,-0.000642774,-0.00204574,-0.00574574,-12.9992,2.65165,0.0483437,0.0940832,-0.651047,0.232743,0.000216247,-0.00228616,-0.00496735,-12.9456,-0.901902,0.0490116,0.0923283,-0.643746,0.216638,0.000861221,-0.00224433,-0.00426325,-13.0165,-3.9992,0.0399494,0.0896439,-0.635135,0.201048,0.00135111,-0.00210993,-0.00377433,-13.2797,-6.83668,0.0335971,0.0859239,-0.628062,0.190039,0.00185108,-0.00199146,-0.00338373,13.0554,-9.82425,0.0114012,0.141456,-0.48642,0.191984,0.000474418,-0.000751649,0.00535808,-12.7557,-11.7631,0.0189641,0.076455,-0.621577,0.163468,0.00329723,-0.00219157,-0.00228809,-12.9548,-14.2262,0.0138323,0.0681739,-0.614551,0.151891,0.00414691,-0.00238727,-0.00184332
